,Unnamed: 0,Unnamed: 0.1,year,name,writer,category,winner,num 1 stars,num 2 stars,num 3 stars,num 4 stars,num 5 stars,average rating,average_rating_w,num_ratings,num_reviews,url,daysToContest,isbn,times_appred_NYTime,avgrank_NYTime,bestRank,listnames
1002,1002,1002,2012,October Mourning: A Song for Matthew Shepard,['Lesléa Newman'],Poetry,0,2,7,20,43,102,4.35632183908046,4.0,18915.0,2785.0,https://www.goodreads.com/book/show/13530012-october-mourning?from_choice=true,71.0,English,,,,
1020,1020,1020,2012,Onyx,['Jennifer L. Armentrout'],Young Adult Fantasy,0,3,3,22,63,232,4.603715170278638,4.21,1660885.0,146411.0,https://www.goodreads.com/book/show/13047090-onyx?from_choice=true,113.0,English,,,,
1032,1032,1032,2012,Throne of Glass,['Sarah J. Maas'],Young Adult Fantasy,0,5,16,53,79,145,4.151006711409397,4.4,2692049.0,275178.0,https://www.goodreads.com/book/show/7896527-throne-of-glass?from_choice=true,120.0,English,,,,
1053,1053,1053,2012,Wonder,['R.J. Palacio'],Middle Grade & Children's,0,1,2,18,58,219,4.651006711409397,4.43,706214.0,71068.0,https://www.goodreads.com/book/show/11387515-wonder?from_choice=true,295.0,English,,,,
1125,1125,1125,2012,Onyx,['Jennifer L. Armentrout'],Goodreads Author,0,3,3,22,63,232,4.603715170278638,4.21,1660885.0,146411.0,https://www.goodreads.com/book/show/13047090-onyx?from_choice=true,113.0,English,,,,
1208,1208,1208,2017,"The Wicked + The Divine, Vol. 5: Imperial Phase, Part I","['Kieron Gillen', 'Jamie McKelvie', 'Matt Wilson', 'Kevin Wada']",Graphic Novels & Comics,0,0,6,31,151,111,4.22742474916388,,,,https://www.goodreads.com/book/show/33585540-the-wicked-the-divine-vol-5?from_choice=true,,,,,,
1319,1319,1319,2017,The Awakening,['Amanda Stevens'],Horror,0,1,2,29,105,162,4.421404682274248,3.93,45441.0,5851.0,https://www.goodreads.com/book/show/29326301-the-awakening?from_choice=true,252.0,English,,,,
1402,1402,1402,2017,The Stone Sky,['N.K. Jemisin'],Fantasy,0,4,5,27,83,175,4.428571428571429,4.18,350231.0,38158.0,https://www.goodreads.com/book/show/31817749-the-stone-sky?from_choice=true,112.0,English,,,,
1412,1412,1412,2017,Secrets in Death,['J.D. Robb'],Mystery & Thriller,0,4,6,30,75,182,4.430976430976432,4.3,1494424.0,65142.0,https://www.goodreads.com/book/show/32835140-secrets-in-death?from_choice=true,91.0,English,,,,
1500,1500,1500,2019,"The Umbrella Academy, Vol. 3: Hotel Oblivion","['Gerard Way', 'Gabriel Bá']",Graphic Novels & Comics,0,4,23,87,81,100,3.8474576271186436,3.99,99664.0,8677.0,https://www.goodreads.com/book/show/21801668-the-umbrella-academy-vol-3?from_choice=true,84.0,English,,,,
1503,1503,1503,2019,Shades of Magic Vol. 1: The Steel Prince,"['V.E. Schwab', 'Andrea Olimpieri']",Graphic Novels & Comics,0,45,31,69,53,87,3.3719298245614038,4.2,461911.0,70113.0,https://www.goodreads.com/book/show/38524301-shades-of-magic-vol-1?from_choice=true,279.0,English,,,,
1507,1507,1507,2019,"""Okay""","['Kieron Gillen', 'Jamie McKelvie', 'Matt Wilson']",Graphic Novels & Comics,0,0,3,34,109,148,4.367346938775509,3.99,182143.0,15002.0,https://www.goodreads.com/book/show/42835876-okay?from_choice=true,63.0,English,,,,
