,Unnamed: 0,Unnamed: 0.1,year,name,writer,category,winner,num 1 stars,num 2 stars,num 3 stars,num 4 stars,num 5 stars,average rating,average_rating_w,num_ratings,num_reviews,url,daystocom,isbn,times_appred_NYTime,avgrank_NYTime,bestRank,listnames
894,894,894,2015,The Law of Moses,['Amy Harmon'],Romance,0,0.0,0.010101010101010102,0.05387205387205387,0.1919191919191919,0.7441077441077442,4.67003367003367,4.31,257948.0,32774.0,https://www.goodreads.com/book/show/23252517-the-law-of-moses?from_choice=true,369.0,B00PKSZ78M,0.0,inf,inf,0.0
895,895,895,2015,Consolation,['Corinne Michaels'],Romance,0,0.0033333333333333327,0.0033333333333333327,0.05,0.23666666666666664,0.7066666666666667,4.64,4.23,137681.0,16808.0,https://www.goodreads.com/book/show/25205070-consolation?from_choice=true,278.0,1942834055,0.0,inf,inf,0.0
896,896,896,2015,Why Not Me?,['Mindy Kaling'],Humor,1,0.003058103975535168,0.01834862385321101,0.11926605504587155,0.5290519877675841,0.3302752293577982,4.165137614678899,3.87,547016.0,31988.0,https://www.goodreads.com/book/show/22716447-why-not-me?from_choice=true,77.0,0804138141,0.0,inf,inf,0.0
897,897,897,2015,Selp-Helf,['Miranda Sings'],Humor,0,0.023972602739726026,0.017123287671232876,0.11301369863013698,0.1917808219178082,0.6541095890410958,4.434931506849315,4.29,6160.0,611.0,https://www.goodreads.com/book/show/24885622-selp-helf?from_choice=true,133.0,1501117947,6.0,2.4916666666666667,4.0,2.0
898,898,898,2015,The Fangirl's Guide to the Galaxy: A Handbook for Girl Geeks,"['Sam Maggs', 'Kelly Bastow']",Humor,0,0.02372881355932204,0.030508474576271188,0.23728813559322035,0.3559322033898305,0.3525423728813559,3.983050847457627,3.86,7050.0,1691.0,https://www.goodreads.com/book/show/22926684-the-fangirl-s-guide-to-the-galaxy?from_choice=true,203.0,159474789X,0.0,inf,inf,0.0
899,899,899,2015,I Hate Myselfie: A Collection of Essays,['Shane Dawson'],Humor,0,0.013468013468013473,0.010101010101010102,0.09090909090909093,0.2996632996632997,0.5858585858585859,4.434343434343433,4.24,19932.0,2083.0,https://www.goodreads.com/book/show/22886110-i-hate-myselfie?from_choice=true,266.0,1476791546,13.0,0.7124352280949503,2.0,3.0
900,900,900,2015,"Yes, My Accent Is Real: and Some Other Things I Haven't Told You",['Kunal Nayyar'],Humor,0,0.0033783783783783786,0.040540540540540536,0.2229729729729729,0.4594594594594595,0.27364864864864863,3.95945945945946,3.75,6780.0,982.0,https://www.goodreads.com/book/show/23492688-yes-my-accent-is-real?from_choice=true,77.0,1476761825,0.0,inf,inf,0.0
901,901,901,2015,"Fat Girl Walking: Sex, Food, Love, and Being Comfortable in Your Skin...Every Inch of It",['Brittany Gibbons'],Humor,0,0.0,0.030303030303030307,0.13131313131313133,0.3400673400673401,0.4983164983164983,4.306397306397306,3.95,5154.0,748.0,https://www.goodreads.com/book/show/22934474-fat-girl-walking?from_choice=true,196.0,0062343033,1.0,13.0,13.0,1.0
902,902,902,2015,The Misadventures of Awkward Black Girl,['Issa Rae'],Humor,0,0.02372881355932204,0.06440677966101695,0.3830508474576271,0.3525423728813559,0.17627118644067796,3.593220338983051,3.74,11532.0,1453.0,https://www.goodreads.com/book/show/21412229-the-misadventures-of-awkward-black-girl?from_choice=true,294.0,1476749051,6.0,3.573611111111111,3.0,5.0
903,903,903,2015,Gumption: Relighting the Torch of Freedom with America's Gutsiest Troublemakers,['Nick Offerman'],Humor,0,0.020134228187919462,0.07046979865771813,0.29194630872483224,0.3959731543624161,0.2214765100671141,3.7281879194630867,3.7,45146.0,6031.0,https://www.goodreads.com/book/show/23604325-gumption?from_choice=true,189.0,0525954678,11.0,0.6725261042969376,3.0,4.0
904,904,904,2015,This Book Loves You,['PewDiePie'],Humor,0,0.02127659574468085,0.04964539007092199,0.07092198581560284,0.14893617021276595,0.7092198581560284,4.4751773049645385,3.86,5349.0,695.0,https://www.goodreads.com/book/show/25716705-this-book-loves-you?from_choice=true,42.0,1101999047,4.0,0.5,1.0,1.0
905,905,905,2015,I Regret Nothing,['Jen Lancaster'],Humor,0,0.0033444816053511705,0.016722408026755852,0.2274247491638796,0.4882943143812709,0.2642140468227425,3.9933110367892977,3.87,185507.0,16738.0,https://www.goodreads.com/book/show/23398854-i-regret-nothing?from_choice=true,210.0,0451471075,3.0,7.666666666666668,5.0,3.0
906,906,906,2015,Has Anyone Seen My Pants?,['Sarah Colonna'],Humor,0,0.0033333333333333327,0.03666666666666667,0.20666666666666667,0.44333333333333336,0.31,4.02,3.72,50414.0,1823.0,https://www.goodreads.com/book/show/22609614-has-anyone-seen-my-pants?from_choice=true,245.0,1476771928,0.0,inf,inf,0.0
907,907,907,2015,You're Never Weird on the Internet (Almost),"['Felicia Day', 'Joss Whedon']",Humor,0,0.0033444816053511705,0.0033444816053511705,0.06688963210702341,0.3612040133779264,0.5652173913043478,4.481605351170568,4.07,452472.0,23961.0,https://www.goodreads.com/book/show/23705512-you-re-never-weird-on-the-internet?from_choice=true,112.0,1476785651,9.0,0.6370122354497354,2.0,5.0
908,908,908,2015,"We Should Hang Out Sometime: Embarrassingly, a True Story",['Josh Sundquist'],Humor,0,0.03194888178913738,0.0926517571884984,0.25559105431309903,0.3897763578274761,0.2300319488817892,3.693290734824281,3.85,16626.0,2838.0,https://www.goodreads.com/book/show/21822422-we-should-hang-out-sometime?from_choice=true,343.0,031625102X,0.0,inf,inf,0.0
909,909,909,2015,Silver Screen Fiend: Learning About Life from an Addiction to Film,['Patton Oswalt'],Humor,0,0.010067114093959731,0.05704697986577181,0.3120805369127517,0.436241610738255,0.18456375838926176,3.7281879194630867,4.06,122309.0,13190.0,https://www.goodreads.com/book/show/17571672-silver-screen-fiend?from_choice=true,329.0,1451673213,5.0,2.8416666666666663,5.0,3.0
910,910,910,2015,Furiously Happy: A Funny Book About Horrible Things,['Jenny  Lawson'],Humor,0,0.0,0.03355704697986577,0.12751677852348994,0.3523489932885906,0.4865771812080537,4.2919463087248335,3.91,259648.0,29826.0,https://www.goodreads.com/book/show/23848559-furiously-happy?from_choice=true,70.0,1250077001,0.0,inf,inf,0.0
911,911,911,2015,The Amazing Book is Not on Fire: The World of Dan and Phil,"['Dan Howell', 'Phil Lester']",Humor,0,0.01492537313432836,0.02985074626865672,0.022388059701492536,0.2835820895522388,0.6492537313432836,4.522388059701494,4.48,20746.0,1953.0,https://www.goodreads.com/book/show/25489156-the-amazing-book-is-not-on-fire?from_choice=true,49.0,1101939842,0.0,inf,inf,0.0
912,912,912,2015,Binge,['Tyler Oakley'],Humor,0,0.003355704697986577,0.006711409395973154,0.05704697986577181,0.2986577181208054,0.6342281879194631,4.553691275167785,4.24,18305.0,1858.0,https://www.goodreads.com/book/show/25246752-binge?from_choice=true,42.0,1501117696,1.0,15.0,15.0,1.0
913,913,913,2015,You Deserve a Drink: Boozy Misadventures and Tales of Debauchery,"['Mamrie Hart', 'Grace Helbig']",Humor,0,0.0033444816053511705,0.0,0.08695652173913042,0.3478260869565217,0.5618729096989966,4.464882943143814,4.04,16022.0,1424.0,https://www.goodreads.com/book/show/23281915-you-deserve-a-drink?from_choice=true,334.0,0142181676,4.0,3.458333333333333,5.0,2.0
914,914,914,2015,The Seven Good Years,"['Etgar Keret', 'Sondra Silverston', 'Miriam Shlesinger', 'Jessica Cohen', 'Anthony Berris']",Humor,0,0.0033444816053511705,0.013377926421404682,0.12374581939799333,0.4749163879598662,0.38461538461538464,4.224080267558528,3.98,32563.0,3590.0,https://www.goodreads.com/book/show/23399025-the-seven-good-years?from_choice=true,168.0,1594633266,0.0,inf,inf,0.0
915,915,915,2015,Sick in the Head: Conversations About Life and Comedy,['Judd Apatow'],Humor,0,0.016722408026755852,0.08361204013377926,0.35785953177257523,0.3812709030100335,0.1605351170568562,3.5852842809364547,3.64,10733.0,1222.0,https://www.goodreads.com/book/show/23884396-sick-in-the-head?from_choice=true,168.0,0812997573,10.0,1.0069389329805998,4.0,4.0
916,916,916,2015,Dirty Pretty Things,['Michael Faudet'],Poetry,0,0.03666666666666667,0.08333333333333333,0.14,0.25,0.49,4.073333333333333,3.77,12487.0,1197.0,https://www.goodreads.com/book/show/23627418-dirty-pretty-things?from_choice=true,378.0,047329950X,0.0,inf,inf,0.0
917,917,917,2015,Pop Sonnets: Shakespearean Spins on Your Favorite Songs,['Erik Didriksen'],Poetry,0,0.0,0.026923076923076925,0.15,0.4461538461538462,0.3769230769230769,4.173076923076923,4.16,936.0,267.0,https://www.goodreads.com/book/show/25241872-pop-sonnets?from_choice=true,56.0,1594748284,0.0,inf,inf,0.0
918,918,918,2015,Memories,['Lang Leav'],Poetry,0,0.010033444816053512,0.04013377926421405,0.1137123745819398,0.2709030100334448,0.5652173913043478,4.34113712374582,3.98,98320.0,8319.0,https://www.goodreads.com/book/show/25330489-memories?from_choice=true,56.0,1449472397,0.0,inf,inf,0.0
919,919,919,2015,Catalog of Unabashed Gratitude,['Ross Gay'],Poetry,0,0.0071428571428571435,0.057142857142857134,0.11428571428571427,0.2928571428571429,0.5285714285714286,4.2785714285714285,4.27,3558.0,587.0,https://www.goodreads.com/book/show/23705600-catalog-of-unabashed-gratitude?from_choice=true,328.0,0822963310,0.0,inf,inf,0.0
920,920,920,2015,I Wrote This for You and Only You,"['pleasefindthis', 'Jon Ellis', 'Iain S. Thomas']",Poetry,0,0.010033444816053512,0.033444816053511704,0.12040133779264214,0.2976588628762542,0.5384615384615384,4.321070234113711,4.13,25544.0,2319.0,https://www.goodreads.com/book/show/25144676-i-wrote-this-for-you-and-only-you?from_choice=true,275.0,1771680423,0.0,inf,inf,0.0
921,921,921,2015,How to Be Drawn,['Terrance Hayes'],Poetry,0,0.026595744680851064,0.015957446808510637,0.1276595744680851,0.3617021276595745,0.4680851063829787,4.22872340425532,4.17,6012.0,683.0,https://www.goodreads.com/book/show/22571682-how-to-be-drawn?from_choice=true,245.0,0143126881,0.0,inf,inf,0.0
922,922,922,2015,Mouthful of Forevers,['Clementine von Radics'],Poetry,0,0.010067114093959731,0.02348993288590604,0.11409395973154365,0.2986577181208054,0.5536912751677853,4.362416107382551,4.08,6944.0,696.0,https://www.goodreads.com/book/show/23522212-mouthful-of-forevers?from_choice=true,238.0,1449470793,0.0,inf,inf,0.0
923,923,923,2015,Naked Human,['Christopher Poindexter'],Poetry,0,0.016042780748663103,0.032085561497326213,0.0855614973262032,0.17647058823529413,0.6898395721925134,4.4919786096256695,4.2,1091.0,95.0,https://www.goodreads.com/book/show/25410663-naked-human?from_choice=true,273.0,0692405658,0.0,inf,inf,0.0
924,924,924,2015,All the Words Are Yours: Haiku on Love,['Tyler Knott Gregson'],Poetry,0,0.010309278350515464,0.03608247422680412,0.0979381443298969,0.2422680412371134,0.6134020618556701,4.41237113402062,4.22,11989.0,1156.0,https://www.goodreads.com/book/show/24611612-all-the-words-are-yours?from_choice=true,42.0,0399176004,0.0,inf,inf,0.0
925,925,925,2015,Dark Sparkler,"['Amber Tamblyn', 'Diane di Prima']",Poetry,0,0.010101010101010102,0.0505050505050505,0.23905723905723905,0.3636363636363637,0.3367003367003367,3.9663299663299663,3.94,6897.0,544.0,https://www.goodreads.com/book/show/21936830-dark-sparkler?from_choice=true,238.0,0062348167,0.0,inf,inf,0.0
926,926,926,2015,War of the Foxes,['Richard Siken'],Poetry,0,0.013333333333333334,0.03333333333333333,0.14333333333333334,0.38333333333333336,0.4266666666666667,4.176666666666667,4.28,19043.0,1353.0,https://www.goodreads.com/book/show/21532793-war-of-the-foxes?from_choice=true,217.0,1556594771,0.0,inf,inf,0.0
927,927,927,2015,Pansy,['Andrea Gibson'],Poetry,0,0.004784688995215311,0.004784688995215311,0.03349282296650718,0.17703349282296652,0.7799043062200957,4.722488038277511,4.38,9877.0,1082.0,https://www.goodreads.com/book/show/23333016-pansy?from_choice=true,261.0,1938912985,0.0,inf,inf,0.0
928,928,928,2015,What About This: Collected Poems of Frank Stanford,['Frank Stanford'],Poetry,0,0.0,0.02631578947368421,0.06578947368421052,0.2236842105263158,0.6842105263157895,4.565789473684211,4.53,1493.0,137.0,https://www.goodreads.com/book/show/23129928-what-about-this?from_choice=true,231.0,1556594682,0.0,inf,inf,0.0
929,929,929,2015,The Robot Scientist's Daughter,['Jeannine Hall Gailey'],Poetry,0,0.027027027027027032,0.0,0.08108108108108109,0.2432432432432433,0.6486486486486487,4.486486486486488,4.21,783.0,146.0,https://www.goodreads.com/book/show/23526332-the-robot-scientist-s-daughter?from_choice=true,275.0,1936419424,0.0,inf,inf,0.0
930,930,930,2015,The Dogs I Have Kissed,['Trista Mateer'],Poetry,1,0.017391304347826087,0.0782608695652174,0.19130434782608696,0.2347826086956521,0.4782608695652174,4.0782608695652165,3.89,6263.0,1247.0,https://www.goodreads.com/book/show/25784766-the-dogs-i-have-kissed?from_choice=true,160.0,1514287315,0.0,inf,inf,0.0
931,931,931,2015,Psychaotic: See The World In Red And Black,['Irum Zahra'],Poetry,0,0.10606060606060606,0.0,0.030303030303030307,0.18181818181818185,0.6818181818181818,4.333333333333333,4.34,199.0,55.0,https://www.goodreads.com/book/show/23678552-psychaotic?from_choice=true,378.0,150326601X,0.0,inf,inf,0.0
932,932,932,2015,Bipolar Cowboy,['Noah Cicero'],Poetry,0,0.05882352941176471,0.07058823529411765,0.07058823529411765,0.29411764705882354,0.5058823529411764,4.117647058823529,3.97,2053.0,267.0,https://www.goodreads.com/book/show/25052044-bipolar-cowboy?from_choice=true,297.0,B00TCG3V7C,0.0,inf,inf,0.0
933,933,933,2015,Dark Desires: Beginning,['Delicious David'],Poetry,0,0.0,0.0,0.03333333333333333,0.26666666666666666,0.7,4.666666666666667,4.66,164.0,96.0,https://www.goodreads.com/book/show/24924948-dark-desires?from_choice=true,290.0,B00THEV77A,0.0,inf,inf,0.0
934,934,934,2015,Black Butterfly,['Robert M. Drake'],Poetry,0,0.0033333333333333327,0.016666666666666666,0.1,0.27,0.61,4.466666666666667,4.01,12229.0,1122.0,https://www.goodreads.com/book/show/25384844-black-butterfly?from_choice=true,243.0,0986262749,0.0,inf,inf,0.0
935,935,935,2015,Felicity,['Mary Oliver'],Poetry,0,0.009146341463414634,0.024390243902439025,0.1859756097560976,0.3201219512195122,0.4603658536585366,4.198170731707316,4.32,92844.0,9320.0,https://www.goodreads.com/book/show/24611522-felicity?from_choice=true,49.0,1594206767,0.0,inf,inf,0.0
936,936,936,2015,A Head Full of Ghosts,['Paul Tremblay'],Horror,0,0.006666666666666667,0.03,0.20333333333333334,0.39,0.37,4.086666666666667,3.63,79789.0,12965.0,https://www.goodreads.com/book/show/23019294-a-head-full-of-ghosts?from_choice=true,182.0,0062363239,0.0,inf,inf,0.0
937,937,937,2015,The Night Sister,['Jennifer  McMahon'],Horror,0,0.003355704697986577,0.0738255033557047,0.2114093959731544,0.5067114093959731,0.2046979865771812,3.8355704697986575,3.69,133470.0,18135.0,https://www.goodreads.com/book/show/24040551-the-night-sister?from_choice=true,119.0,0385538510,0.0,inf,inf,0.0
938,938,938,2015,Rolling in the Deep,['Mira Grant'],Horror,0,0.006666666666666667,0.02,0.14333333333333334,0.4,0.43,4.226666666666667,3.94,158206.0,20114.0,https://www.goodreads.com/book/show/23634011-rolling-in-the-deep?from_choice=true,239.0,159606708X,0.0,inf,inf,0.0
939,939,939,2015,Twisted,['Andrew E. Kaufman'],Horror,0,0.020134228187919462,0.06375838926174497,0.1879194630872484,0.3120805369127517,0.4161073825503356,4.0402684563758395,3.77,22853.0,2256.0,https://www.goodreads.com/book/show/23614038-twisted?from_choice=true,238.0,1477829482,0.0,inf,inf,0.0
940,940,940,2015,Blood Infernal,"['James Rollins', 'Rebecca Cantrell']",Horror,0,0.006666666666666667,0.03333333333333333,0.14333333333333334,0.4166666666666667,0.4,4.17,4.08,509255.0,26082.0,https://www.goodreads.com/book/show/23377679-blood-infernal?from_choice=true,294.0,English,145.0,0.30344827586206896,11.0,3
941,941,941,2015,The Last American Vampire,['Seth Grahame-Smith'],Horror,0,0.016778523489932886,0.0436241610738255,0.2214765100671141,0.3825503355704698,0.3355704697986577,3.976510067114094,3.53,271554.0,27932.0,https://www.goodreads.com/book/show/20454635-the-last-american-vampire?from_choice=true,322.0,145550212X,0.0,inf,inf,0.0
942,942,942,2015,The Ice Twins,['S.K. Tremayne'],Horror,0,0.016778523489932886,0.0738255033557047,0.2080536912751678,0.3590604026845637,0.3422818791946309,3.936241610738255,3.65,36630.0,4790.0,https://www.goodreads.com/book/show/23553419-the-ice-twins?from_choice=true,306.0,0007563035,0.0,inf,inf,0.0
943,943,943,2015,Abomination,['Gary Whitta'],Horror,0,0.02356902356902357,0.08417508417508418,0.21212121212121213,0.3703703703703704,0.3097643097643097,3.8585858585858586,3.85,8547.0,1520.0,https://www.goodreads.com/book/show/25909020-abomination?from_choice=true,125.0,1941758339,0.0,inf,inf,0.0
944,944,944,2015,Saint Odd,['Dean Koontz'],Horror,1,0.020066889632107024,0.023411371237458192,0.17725752508361206,0.4013377926421405,0.3779264214046823,4.093645484949833,3.93,2284954.0,91049.0,https://www.goodreads.com/book/show/21538202-saint-odd?from_choice=true,322.0,0345545877,12.0,0.18506109791700068,2.0,4.0
