,Unnamed: 0,Unnamed: 0.1,year,name,writer,category,winner,num 1 stars,num 2 stars,num 3 stars,num 4 stars,num 5 stars,average rating,average_rating_w,num_ratings,num_reviews,url,daystocom,isbn,times_appred_NYTime,avgrank_NYTime,bestRank,listnames
1565,1565,1565,2012,Wicked Business,['Janet Evanovich'],Paranormal Fantasy,0,0.013468013468013473,0.08080808080808081,0.404040404040404,0.3434343434343434,0.15824915824915825,3.5521885521885523,4.0,3307699.0,142751.0,https://www.goodreads.com/book/show/12275680-wicked-business?from_choice=true,169.0,0345527771,7.0,3.6408730158730163,11.0,4.0
1566,1566,1566,2012,Iced,['Karen Marie Moning'],Paranormal Fantasy,0,0.02422145328719723,0.031141868512110725,0.1522491349480969,0.3667820069204152,0.42560553633218,4.13840830449827,4.24,902973.0,56106.0,https://www.goodreads.com/book/show/12444166-iced?from_choice=true,36.0,0385344406,5.0,3.625,9.0,4.0
1567,1567,1567,2012,By a Thread,['Jennifer Estep'],Paranormal Fantasy,0,0.010101010101010102,0.016835016835016838,0.08754208754208755,0.4377104377104377,0.4478114478114478,4.296296296296297,4.06,344704.0,22979.0,https://www.goodreads.com/book/show/11557982-by-a-thread?from_choice=true,281.0,1451651767,1.0,34.0,34.0,1.0
1568,1568,1568,2012,Deadlocked,['Charlaine Harris'],Paranormal Fantasy,0,0.03378378378378378,0.09797297297297296,0.32432432432432434,0.3783783783783784,0.16554054054054054,3.543918918918919,3.94,3187112.0,126131.0,https://www.goodreads.com/book/show/12381269-deadlocked?from_choice=true,218.0,1937007448,11.0,2.70598389650473,18.0,4.0
1569,1569,1569,2012,Ashes of Honor,['Seanan McGuire'],Paranormal Fantasy,0,0.0,0.0,0.03666666666666667,0.3366666666666667,0.6266666666666667,4.59,4.03,409125.0,52871.0,https://www.goodreads.com/book/show/13542786-ashes-of-honor?from_choice=true,92.0,0756407494,1.0,16.0,16.0,1.0
1570,1570,1570,2012,Biting Cold,['Chloe Neill'],Paranormal Fantasy,0,0.006688963210702341,0.020066889632107024,0.15719063545150502,0.4214046822742475,0.3946488294314381,4.177257525083611,4.11,353988.0,21473.0,https://www.goodreads.com/book/show/11746102-biting-cold?from_choice=true,120.0,0451237013,2.0,30.5,27.0,2.0
1571,1571,1571,2012,Fury's Kiss,['Karen Chance'],Paranormal Fantasy,0,0.006711409395973154,0.013422818791946308,0.15436241610738255,0.3758389261744967,0.44966442953020136,4.248322147651007,4.02,251695.0,12201.0,https://www.goodreads.com/book/show/12114440-fury-s-kiss?from_choice=true,64.0,0451413237,1.0,18.0,18.0,1.0
1572,1572,1572,2012,Sacrificial Magic,['Stacia Kane'],Paranormal Fantasy,0,0.0,0.010135135135135136,0.09797297297297296,0.3344594594594595,0.5574324324324325,4.4391891891891895,3.94,64447.0,6244.0,https://www.goodreads.com/book/show/11337148-sacrificial-magic?from_choice=true,253.0,034552750X,0.0,inf,inf,0.0
1573,1573,1573,2012,Fair Game,['Patricia Briggs'],Paranormal Fantasy,0,0.0033333333333333327,0.006666666666666667,0.14666666666666667,0.3933333333333333,0.45,4.28,4.26,1235131.0,62361.0,https://www.goodreads.com/book/show/11480917-fair-game?from_choice=true,274.0,0441020038,9.0,0.7356701940035273,4.0,4.0
1574,1574,1574,2012,Tricked,['Kevin Hearne'],Paranormal Fantasy,0,0.0033333333333333327,0.01,0.12,0.43,0.43666666666666665,4.286666666666667,4.17,427035.0,27304.0,https://www.goodreads.com/book/show/12700306-tricked?from_choice=true,225.0,0345533623,4.0,7.583333333333334,11.0,4.0
1575,1575,1575,2012,Gunmetal Magic,['Ilona Andrews'],Paranormal Fantasy,0,0.0,0.003355704697986577,0.09060402684563758,0.3624161073825503,0.5436241610738255,4.446308724832215,4.3,1074417.0,73352.0,https://www.goodreads.com/book/show/12288282-gunmetal-magic?from_choice=true,127.0,9781101585191,0.0,inf,inf,0.0
1576,1576,1576,2012,The Homemade Pantry: 101 Foods You Can Stop Buying and Start Making,['Alana Chernila'],Food & Cookbooks,0,0.006779661016949152,0.06440677966101695,0.18305084745762712,0.4,0.3457627118644068,4.013559322033898,3.85,11641.0,421.0,https://www.goodreads.com/book/show/12519893-the-homemade-pantry?from_choice=true,246.0,030788726X,0.0,inf,inf,0.0
1577,1577,1577,2012,The Pioneer Woman Cooks: Food from My Frontier,['Ree Drummond'],Food & Cookbooks,1,0.006688963210702341,0.030100334448160536,0.12374581939799333,0.3946488294314381,0.4448160535117057,4.240802675585283,4.12,101738.0,5582.0,https://www.goodreads.com/book/show/12072362-the-pioneer-woman-cooks?from_choice=true,267.0,English,120.0,0.0,inf,0
1578,1578,1578,2012,Eat and Run: My Unlikely Journey to Ultramarathon Greatness,"['Scott Jurek', 'Steve Friedman']",Food & Cookbooks,0,0.0,0.02364864864864865,0.2905405405405405,0.4324324324324325,0.2533783783783784,3.91554054054054,4.02,31839.0,2492.0,https://www.goodreads.com/book/show/13202092-eat-and-run?from_choice=true,183.0,0547569653,15.0,0.583926927892495,7.0,4.0
1579,1579,1579,2012,"The Good Food Revolution: Growing Healthy Food, People, and Communities","['Will  Allen', 'Charles   Wilson']",Food & Cookbooks,0,0.005714285714285714,0.04,0.14285714285714285,0.44,0.3714285714285713,4.131428571428572,3.8,5544.0,1107.0,https://www.goodreads.com/book/show/13273545-the-good-food-revolution?from_choice=true,209.0,1592407102,0.0,inf,inf,0.0
1580,1580,1580,2012,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,"['Dallas Hartwig', 'Melissa Hartwig']",Food & Cookbooks,0,0.009230769230769232,0.021538461538461538,0.1076923076923077,0.3507692307692308,0.5107692307692308,4.332307692307692,4.06,42672.0,2428.0,https://www.goodreads.com/book/show/13193855-it-starts-with-food?from_choice=true,176.0,1936608898,0.0,inf,inf,0.0
1581,1581,1581,2012,"The American Way of Eating: Undercover at Walmart, Applebee's, Farm Fields and the Dinner Table",['Tracie McMillan'],Food & Cookbooks,0,0.006711409395973154,0.08389261744966442,0.412751677852349,0.38926174496644295,0.10738255033557048,3.5067114093959733,3.58,3224.0,544.0,https://www.goodreads.com/book/show/13547854-the-american-way-of-eating?from_choice=true,64.0,1439171963,1.0,34.0,34.0,1.0
1582,1582,1582,2012,Dinner: A Love Story: It All Begins at the Family Table,['Jenny Rosenstrach'],Food & Cookbooks,0,0.013215859030837005,0.06607929515418502,0.32158590308370044,0.3700440528634361,0.2290748898678414,3.73568281938326,4.03,5619.0,709.0,https://www.goodreads.com/book/show/13043698-dinner?from_choice=true,183.0,0062080903,0.0,inf,inf,0.0
1583,1583,1583,2012,"Paris, My Sweet: A Year in the City of Light (and Dark Chocolate)",['Amy Thomas'],Food & Cookbooks,0,0.027607361963190184,0.12576687116564414,0.3803680981595092,0.3159509202453988,0.15030674846625766,3.4355828220858897,3.51,4076.0,575.0,https://www.goodreads.com/book/show/12294541-paris-my-sweet?from_choice=true,308.0,1402264119,0.0,inf,inf,0.0
1584,1584,1584,2012,"Chloe's Kitchen: 125 Easy, Delicious Recipes for Making the Food You Love the Vegan Way","['Chloe Coscarelli', 'Neal D. Barnard']",Food & Cookbooks,0,0.0035587188612099642,0.03914590747330962,0.1103202846975089,0.302491103202847,0.5444839857651246,4.345195729537367,3.94,21778.0,1580.0,https://www.goodreads.com/book/show/12603330-chloe-s-kitchen?from_choice=true,274.0,1451636741,0.0,inf,inf,0.0
1585,1585,1585,2012,Food in Jars: Preserving in Small Batches Year-Round,['Marisa McClellan'],Food & Cookbooks,0,0.005208333333333333,0.015625,0.09375,0.3854166666666667,0.5,4.359375,4.1,3898.0,252.0,https://www.goodreads.com/book/show/13237773-food-in-jars?from_choice=true,197.0,0762441437,0.0,inf,inf,0.0
1586,1586,1586,2012,Forks Over Knives—The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year,"['Del Sroufe', 'Isa Chandra Moskowitz']",Food & Cookbooks,0,0.0,0.034013605442176874,0.19047619047619047,0.4353741496598639,0.3401360544217687,4.081632653061225,3.98,75300.0,2152.0,https://www.goodreads.com/book/show/14556629-forks-over-knives-the-cookbook?from_choice=true,113.0,1615190619,0.0,inf,inf,0.0
1587,1587,1587,2012,Savoring the Seasons with Our Best Bites,"['Sara Wells', 'Kate  Jones']",Food & Cookbooks,0,0.0,0.020408163265306117,0.1836734693877551,0.3877551020408163,0.4081632653061225,4.183673469387755,4.41,1013.0,139.0,https://www.goodreads.com/book/show/15895557-savoring-the-seasons-with-our-best-bites?from_choice=true,85.0,1609071328,0.0,inf,inf,0.0
1588,1588,1588,2012,My Berlin Kitchen: A Love Story (with Recipes),['Luisa Weiss'],Food & Cookbooks,0,0.02356902356902357,0.101010101010101,0.26262626262626265,0.367003367003367,0.2457912457912457,3.710437710437712,3.76,3687.0,541.0,https://www.goodreads.com/book/show/13551147-my-berlin-kitchen?from_choice=true,83.0,0670025380,0.0,inf,inf,0.0
1589,1589,1589,2012,The Smitten Kitchen Cookbook,['Deb Perelman'],Food & Cookbooks,0,0.006734006734006736,0.016835016835016838,0.09090909090909093,0.3501683501683502,0.5353535353535354,4.390572390572391,4.04,30999.0,794.0,https://www.goodreads.com/book/show/13331199-the-smitten-kitchen-cookbook?from_choice=true,36.0,030759565X,3.0,1.8333333333333333,2.0,1.0
1590,1590,1590,2012,A Feast of Ice and Fire: The Official Companion Cookbook,"['Chelsea Monroe-Cassel', 'Sariann Lehrer', 'George R.R. Martin']",Food & Cookbooks,0,0.0,0.0206896551724138,0.1310344827586207,0.3586206896551724,0.4896551724137931,4.317241379310345,4.37,5170297.0,189082.0,https://www.goodreads.com/book/show/13329738-a-feast-of-ice-and-fire?from_choice=true,190.0,0345534492,0.0,inf,inf,0.0
1591,1591,1591,2012,Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle,['Diane Sanfilippo'],Food & Cookbooks,0,0.0,0.02127659574468085,0.09219858156028367,0.31560283687943264,0.5709219858156028,4.4361702127659575,4.15,12320.0,661.0,https://www.goodreads.com/book/show/13586810-practical-paleo?from_choice=true,120.0,1936608758,0.0,inf,inf,0.0
1592,1592,1592,2012,Joy the Baker Cookbook: 100 Simple and Comforting Recipes,['Joy Wilson'],Food & Cookbooks,0,0.0,0.0319634703196347,0.1278538812785388,0.4063926940639269,0.4337899543378995,4.242009132420091,4.11,4135.0,170.0,https://www.goodreads.com/book/show/12986251-joy-the-baker-cookbook?from_choice=true,281.0,1401310605,0.0,inf,inf,0.0
1593,1593,1593,2012,"French Kids Eat Everything: How Our Family Moved to France, Cured Picky Eating, Banned Snacking, and Discovered 10 Simple Rules for Raising Happy, Healthy Eaters",['Karen Le Billon'],Food & Cookbooks,0,0.0,0.043771043771043766,0.2760942760942761,0.4579124579124579,0.2222222222222222,3.8585858585858586,3.9,7120.0,1000.0,https://www.goodreads.com/book/show/13012708-french-kids-eat-everything?from_choice=true,246.0,0062103296,0.0,inf,inf,0.0
1594,1594,1594,2012,The Art of Fermentation: An in-Depth Exploration of Essential Concepts and Processes from Around the World,['Sandor Ellix Katz'],Food & Cookbooks,0,0.0,0.017441860465116282,0.0755813953488372,0.3023255813953488,0.6046511627906976,4.494186046511628,4.33,9787.0,754.0,https://www.goodreads.com/book/show/13598307-the-art-of-fermentation?from_choice=true,176.0,160358286X,2.0,13.5,13.0,1.0
1595,1595,1595,2012,The Back in the Day Bakery Cookbook: More Than 100 Recipes From the Best Little Bakery In the South,"['Cheryl Day', 'Griffith Day', 'Amy Paige Condon']",Food & Cookbooks,0,0.014184397163120569,0.03546099290780142,0.1773049645390071,0.3617021276595745,0.4113475177304965,4.120567375886525,4.14,2360.0,144.0,https://www.goodreads.com/book/show/13506703-the-back-in-the-day-bakery-cookbook?from_choice=true,274.0,1579654584,0.0,inf,inf,0.0
1596,1596,1596,2017,"Black Hammer, Vol. 1: Secret Origins","['Jeff Lemire', 'Dean Ormston', 'Dave    Stewart']",Graphic Novels & Comics,0,0.006666666666666667,0.006666666666666667,0.10666666666666667,0.4133333333333333,0.4666666666666667,4.326666666666667,4.12,474772.0,22183.0,https://www.goodreads.com/book/show/25893783-black-hammer-vol-1?from_choice=true,224.0,1616557869,0.0,inf,inf,0.0
1597,1597,1597,2017,Everyone's a Aliebn When Ur a Aliebn Too,"['Jomny Sun', 'Jonny Sun']",Graphic Novels & Comics,0,0.02,0.02333333333333333,0.09333333333333334,0.23666666666666664,0.6266666666666667,4.426666666666667,4.14,40466.0,4773.0,https://www.goodreads.com/book/show/32497911-everyone-s-a-aliebn-when-ur-a-aliebn-too?from_choice=true,161.0,0062569023,0.0,inf,inf,0.0
1598,1598,1598,2017,Wires and Nerve,"['Marissa Meyer', 'Douglas Holgate', 'Stephen Gilpin']",Graphic Novels & Comics,0,0.0390625,0.0078125,0.12890625,0.30078125,0.5234375,4.26171875,4.23,1671666.0,184711.0,https://www.goodreads.com/book/show/29772863-wires-and-nerve?from_choice=true,308.0,1250078261,19.0,0.4458774411645207,1.0,1.0
1599,1599,1599,2017,Spill Zone,"['Scott Westerfeld', 'Alex Puvilland', 'Hilary Sycamore']",Graphic Novels & Comics,0,0.006872852233676976,0.01718213058419244,0.12714776632302405,0.4810996563573883,0.36769759450171824,4.185567010309279,3.84,1375857.0,79019.0,https://www.goodreads.com/book/show/31145185-spill-zone?from_choice=true,217.0,159643936X,0.0,inf,inf,0.0
1600,1600,1600,2017,"My Favorite Thing Is Monsters, Vol. 1",['Emil Ferris'],Graphic Novels & Comics,0,0.006711409395973154,0.010067114093959731,0.06375838926174497,0.22818791946308725,0.6912751677852349,4.587248322147651,4.16,14120.0,2143.0,https://www.goodreads.com/book/show/29069374-my-favorite-thing-is-monsters-vol-1?from_choice=true,294.0,1606999591,0.0,inf,inf,0.0
1601,1601,1601,2017,Band Together,"['Noelle Stevenson', 'Shannon Watters', 'Carolyn Nowak', 'Grace Ellis', 'Brooke A. Allen']",Graphic Novels & Comics,0,0.0,0.0302013422818792,0.2382550335570469,0.412751677852349,0.3187919463087248,4.02013422818792,4.1,240846.0,24278.0,https://www.goodreads.com/book/show/28953803-band-together?from_choice=true,357.0,1608869199,0.0,inf,inf,0.0
1602,1602,1602,2017,The Best We Could Do,['Thi Bui'],Graphic Novels & Comics,0,0.006711409395973154,0.020134228187919462,0.06375838926174497,0.3959731543624161,0.5134228187919463,4.3892617449664435,4.35,18612.0,3114.0,https://www.goodreads.com/book/show/29936927-the-best-we-could-do?from_choice=true,273.0,1419718770,0.0,inf,inf,0.0
1603,1603,1603,2017,"Ms. Marvel, Vol. 6: Civil War II","['G. Willow Wilson', 'Takeshi Miyazawa', 'Adrian Alphona']",Graphic Novels & Comics,0,0.0,0.013333333333333334,0.08333333333333333,0.41,0.4933333333333334,4.383333333333334,4.12,248869.0,15309.0,https://www.goodreads.com/book/show/29775583-ms-marvel-vol-6?from_choice=true,356.0,0785196129,0.0,inf,inf,0.0
1604,1604,1604,2017,"Paper Girls, Vol. 2","['Brian K. Vaughan', 'Cliff Chiang', 'Matt Wilson', 'Jared K. Fletcher']",Graphic Novels & Comics,0,0.0,0.04013377926421405,0.13377926421404682,0.4816053511705686,0.34448160535117056,4.130434782608695,4.0,206697.0,14716.0,https://www.goodreads.com/book/show/31338724-paper-girls-vol-2?from_choice=true,370.0,1632158957,1.0,8.0,8.0,1.0
1605,1605,1605,2017,Real Friends,"['Shannon Hale', 'LeUyen Pham', 'Jane Poole']",Graphic Novels & Comics,0,0.0,0.006779661016949152,0.1423728813559322,0.3932203389830509,0.4576271186440678,4.301694915254237,3.95,603433.0,66976.0,https://www.goodreads.com/book/show/31145178-real-friends?from_choice=true,217.0,1626724164,0.0,inf,inf,0.0
1606,1606,1606,2017,Username: Uprising,"['Joe Sugg', 'Amrit Birdi']",Graphic Novels & Comics,0,0.023809523809523808,0.011904761904761904,0.2023809523809524,0.2857142857142857,0.4761904761904762,4.178571428571429,3.8,7337.0,749.0,https://www.goodreads.com/book/show/36206433-username?from_choice=true,75.0,B06XC69N4R,0.0,inf,inf,0.0
1607,1607,1607,2017,"The Vision, Volume 2: Little Better than a Beast","['Tom King', 'Michael        Walsh', 'Gabriel Hernandez Walta', 'Jordie Bellaire', 'Mike del Mundo', 'Clayton Cowles']",Graphic Novels & Comics,0,0.0033333333333333327,0.0,0.043333333333333335,0.3133333333333333,0.64,4.586666666666667,3.92,128995.0,12730.0,https://www.goodreads.com/book/show/29507117-the-vision-volume-2?from_choice=true,357.0,0785196587,0.0,inf,inf,0.0
1608,1608,1608,2017,"The Black Monday Murders, Vol. 1: All Hail, God Mammon","['Jonathan Hickman', 'Tomm Coker', 'Michael Garland', 'Rus Wooton']",Graphic Novels & Comics,0,0.0,0.026845637583892617,0.1174496644295302,0.38926174496644295,0.4664429530201342,4.295302013422819,4.24,311256.0,10491.0,https://www.goodreads.com/book/show/31387199-the-black-monday-murders-vol-1?from_choice=true,314.0,1534300279,0.0,inf,inf,0.0
1609,1609,1609,2017,"The Wicked + The Divine, Vol. 5: Imperial Phase, Part I","['Kieron Gillen', 'Jamie McKelvie', 'Matt Wilson', 'Kevin Wada']",Graphic Novels & Comics,0,0.0,0.020066889632107024,0.10367892976588627,0.5050167224080268,0.3712374581939799,4.22742474916388,,,,https://www.goodreads.com/book/show/33585540-the-wicked-the-divine-vol-5?from_choice=true,,,,,,
1610,1610,1610,2017,"Monstress, Vol. 2: The Blood","['Marjorie M. Liu', 'Sana Takeda']",Graphic Novels & Comics,0,0.0,0.003367003367003368,0.06734006734006734,0.37373737373737376,0.5555555555555556,4.481481481481481,3.97,177922.0,15629.0,https://www.goodreads.com/book/show/33540347-monstress-vol-2?from_choice=true,153.0,1534300414,0.0,inf,inf,0.0
1611,1611,1611,2017,"Bitch Planet, Vol. 2: President Bitch","['Kelly Sue DeConnick', 'Taki Soma', 'Valentine De Landro']",Graphic Novels & Comics,0,0.0,0.02,0.06,0.32666666666666666,0.5933333333333334,4.493333333333333,3.98,129440.0,11265.0,https://www.goodreads.com/book/show/29972029-bitch-planet-vol-2?from_choice=true,182.0,1632157179,0.0,inf,inf,0.0
1612,1612,1612,2017,Big Mushy Happy Lump,['Sarah Andersen'],Graphic Novels & Comics,1,0.0033783783783783786,0.01689189189189189,0.10472972972972973,0.34459459459459457,0.5304054054054054,4.381756756756757,4.14,127239.0,10959.0,https://www.goodreads.com/book/show/30754980-big-mushy-happy-lump?from_choice=true,273.0,1449479618,0.0,inf,inf,0.0
1613,1613,1613,2017,"Wonder Woman, Volume 1: The Lies","['Greg Rucka', 'Liam Sharp', 'Jodi Wynne', 'Matthew Clark', 'Sean Parsons', 'Laura       Martin', 'Jeremy Colwell']",Graphic Novels & Comics,0,0.013333333333333334,0.07,0.2933333333333333,0.39666666666666667,0.22666666666666666,3.753333333333333,3.99,232316.0,17302.0,https://www.goodreads.com/book/show/31223882-wonder-woman-volume-1?from_choice=true,280.0,1401267785,0.0,inf,inf,0.0
1614,1614,1614,2017,"Saga, Vol. 7","['Brian K. Vaughan', 'Fiona Staples']",Graphic Novels & Comics,0,0.0,0.010135135135135136,0.08445945945945946,0.33783783783783783,0.5675675675675675,4.462837837837838,4.24,1426671.0,82575.0,https://www.goodreads.com/book/show/29237211-saga-vol-7?from_choice=true,245.0,1534300600,0.0,inf,inf,0.0
1615,1615,1615,2017,"The Legend of Korra: Turf Wars, Part One","['Michael Dante DiMartino', 'Irene Koh']",Graphic Novels & Comics,0,0.013377926421404682,0.030100334448160536,0.09698996655518397,0.29431438127090304,0.5652173913043478,4.367892976588629,4.37,170703.0,7178.0,https://www.goodreads.com/book/show/33161035-the-legend-of-korra?from_choice=true,132.0,1506700152,0.0,inf,inf,0.0
1616,1616,1616,2017,The Hate U Give,['Angie Thomas'],Young Adult Fiction,1,0.006993006993006993,0.0034965034965034965,0.017482517482517484,0.1153846153846154,0.8566433566433567,4.811188811188812,4.5,410514.0,55226.0,https://www.goodreads.com/book/show/32075671-the-hate-u-give?from_choice=true,280.0,0062498533,0.0,inf,inf,0.0
1617,1617,1617,2017,Stranger Than Fanfiction,['Chris Colfer'],Young Adult Fiction,0,0.05423728813559322,0.06779661016949153,0.2135593220338983,0.3288135593220339,0.33559322033898303,3.8237288135593217,4.34,221393.0,18530.0,https://www.goodreads.com/book/show/31694016-stranger-than-fanfiction?from_choice=true,280.0,0316383449,1.0,5.0,5.0,1.0
1618,1618,1618,2017,Moxie,['Jennifer Mathieu'],Young Adult Fiction,0,0.0,0.006825938566552901,0.061433447098976114,0.2969283276450512,0.6348122866894198,4.559726962457338,3.97,30018.0,6555.0,https://www.goodreads.com/book/show/33163378-moxie?from_choice=true,77.0,1626726353,0.0,inf,inf,0.0
1619,1619,1619,2017,The Gentleman's Guide to Vice and Virtue,['Mackenzi Lee'],Young Adult Fiction,0,0.035211267605633804,0.02464788732394366,0.09507042253521128,0.28169014084507044,0.5633802816901409,4.313380281690141,4.13,97916.0,20461.0,https://www.goodreads.com/book/show/29283884-the-gentleman-s-guide-to-vice-and-virtue?from_choice=true,161.0,0062382802,1.0,8.0,8.0,1.0
1620,1620,1620,2017,Once and for All,['Sarah Dessen'],Young Adult Fiction,0,0.014084507042253518,0.04929577464788732,0.1866197183098592,0.4577464788732394,0.29225352112676056,3.964788732394368,3.99,1396066.0,65297.0,https://www.goodreads.com/book/show/32078787-once-and-for-all?from_choice=true,182.0,0425290336,17.0,0.06649747771653668,1.0,1.0
1621,1621,1621,2017,History Is All You Left Me,['Adam Silvera'],Young Adult Fiction,0,0.03103448275862069,0.04137931034482759,0.08275862068965517,0.27586206896551724,0.5689655172413793,4.310344827586206,4.06,145848.0,29168.0,https://www.goodreads.com/book/show/30102870-history-is-all-you-left-me?from_choice=true,322.0,1616956925,0.0,inf,inf,0.0
1622,1622,1622,2017,Turtles All the Way Down,['John Green'],Young Adult Fiction,0,0.0625,0.05,0.1375,0.16666666666666666,0.5833333333333334,4.158333333333333,4.06,6100113.0,336530.0,https://www.goodreads.com/book/show/35504431-turtles-all-the-way-down?from_choice=true,56.0,0525555366,0.0,inf,inf,0.0
1623,1623,1623,2017,One of Us Is Lying,['Karen M. McManus'],Young Adult Fiction,0,0.006802721088435374,0.034013605442176874,0.1360544217687075,0.3741496598639456,0.4489795918367347,4.224489795918367,4.04,163671.0,24321.0,https://www.goodreads.com/book/show/32682118-one-of-us-is-lying?from_choice=true,189.0,1524714682,0.0,inf,inf,0.0
1624,1624,1624,2017,Geekerella,['Ashley Poston'],Young Adult Fiction,0,0.013745704467353952,0.013745704467353952,0.1099656357388316,0.4192439862542955,0.4432989690721649,4.264604810996564,3.97,45579.0,10624.0,https://www.goodreads.com/book/show/30724132-geekerella?from_choice=true,245.0,1594749477,0.0,inf,inf,0.0
1625,1625,1625,2017,Autoboyography,['Christina Lauren'],Young Adult Fiction,0,0.003401360544217687,0.013605442176870748,0.08503401360544217,0.2993197278911565,0.5986394557823129,4.476190476190476,4.08,691188.0,65694.0,https://www.goodreads.com/book/show/28919058-autoboyography?from_choice=true,84.0,1481481681,0.0,inf,inf,0.0
1626,1626,1626,2017,"Always and Forever, Lara Jean",['Jenny Han'],Young Adult Fiction,0,0.004081632653061225,0.024489795918367342,0.12653061224489795,0.3755102040816327,0.4693877551020408,4.281632653061225,4.09,1088099.0,105066.0,https://www.goodreads.com/book/show/35247769-always-and-forever-lara-jean?from_choice=true,217.0,1481430483,0.0,inf,inf,0.0
1627,1627,1627,2017,Goodbye Days,['Jeff Zentner'],Young Adult Fiction,0,0.006944444444444444,0.013888888888888888,0.05555555555555555,0.2881944444444444,0.6354166666666666,4.53125,4.17,26306.0,6515.0,https://www.goodreads.com/book/show/30649795-goodbye-days?from_choice=true,273.0,0553524062,0.0,inf,inf,0.0
1628,1628,1628,2017,The Upside of Unrequited,['Becky Albertalli'],Young Adult Fiction,0,0.017123287671232876,0.04452054794520549,0.136986301369863,0.3047945205479452,0.4965753424657534,4.219178082191782,4.18,373331.0,55737.0,https://www.goodreads.com/book/show/30653853-the-upside-of-unrequited?from_choice=true,238.0,0062348701,0.0,inf,inf,0.0
1629,1629,1629,2017,We Are Okay,['Nina LaCour'],Young Adult Fiction,0,0.023890784982935155,0.03071672354948805,0.11604095563139932,0.3993174061433447,0.4300341296928328,4.180887372013652,3.86,120976.0,18580.0,https://www.goodreads.com/book/show/28243032-we-are-okay?from_choice=true,294.0,0525425896,0.0,inf,inf,0.0
1630,1630,1630,2017,A List of Cages,['Robin Roe'],Young Adult Fiction,0,0.006825938566552901,0.03071672354948805,0.08191126279863481,0.3003412969283277,0.5802047781569966,4.4163822525597265,4.3,16707.0,3547.0,https://www.goodreads.com/book/show/25613472-a-list-of-cages?from_choice=true,329.0,1484763807,0.0,inf,inf,0.0
1631,1631,1631,2017,By Your Side,['Kasie West'],Young Adult Fiction,0,0.02205882352941177,0.05147058823529412,0.2463235294117647,0.36764705882352944,0.3125,3.897058823529412,3.94,299218.0,42240.0,https://www.goodreads.com/book/show/30256248-by-your-side?from_choice=true,308.0,0062455869,0.0,inf,inf,0.0
1632,1632,1632,2017,Eliza and Her Monsters,['Francesca Zappia'],Young Adult Fiction,0,0.006920415224913495,0.020761245674740483,0.09342560553633218,0.356401384083045,0.5224913494809689,4.366782006920415,4.17,59242.0,12078.0,https://www.goodreads.com/book/show/31931941-eliza-and-her-monsters?from_choice=true,189.0,0062290134,0.0,inf,inf,0.0
1633,1633,1633,2017,The Inexplicable Logic of My Life,['Benjamin Alire Sáenz'],Young Adult Fiction,0,0.02491103202846975,0.0498220640569395,0.15658362989323846,0.3451957295373665,0.4234875444839858,4.092526690391459,4.32,234962.0,34361.0,https://www.goodreads.com/book/show/23447923-the-inexplicable-logic-of-my-life?from_choice=true,273.0,0544586506,0.0,inf,inf,0.0
1634,1634,1634,2017,When Dimple Met Rishi,['Sandhya Menon'],Young Adult Fiction,0,0.01773049645390071,0.04964539007092199,0.17375886524822695,0.3297872340425532,0.4290780141843972,4.1028368794326235,3.75,50743.0,12077.0,https://www.goodreads.com/book/show/28458598-when-dimple-met-rishi?from_choice=true,189.0,1481478680,1.0,8.0,8.0,1.0
1635,1635,1635,2017,They Both Die at the End,['Adam Silvera'],Young Adult Fiction,0,0.0032679738562091504,0.04248366013071896,0.14705882352941174,0.33986928104575165,0.4673202614379085,4.225490196078432,4.06,145737.0,29156.0,https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end?from_choice=true,91.0,0062457799,2.0,6.0,5.0,1.0
1636,1636,1636,2017,Priestdaddy,['Patricia Lockwood'],Memoir & Autobiography,0,0.013377926421404682,0.06354515050167224,0.13043478260869565,0.3311036789297659,0.4615384615384616,4.163879598662208,3.84,12289.0,1912.0,https://www.goodreads.com/book/show/31920820-priestdaddy?from_choice=true,217.0,1594633738,0.0,inf,inf,0.0
1637,1637,1637,2017,The Rules Do Not Apply,['Ariel Levy'],Memoir & Autobiography,0,0.010101010101010102,0.07407407407407407,0.17845117845117844,0.4478114478114478,0.2895622895622896,3.932659932659933,3.73,36054.0,3462.0,https://www.goodreads.com/book/show/32572166-the-rules-do-not-apply?from_choice=true,266.0,0812996933,1.0,14.0,14.0,1.0
1638,1638,1638,2017,The Polygamist's Daughter,"['Anna LeBaron', 'Leslie Wilson']",Memoir & Autobiography,0,0.0,0.0,0.03367003367003367,0.10774410774410774,0.8585858585858586,4.824915824915825,3.69,5565.0,1095.0,https://www.goodreads.com/book/show/30956087-the-polygamist-s-daughter?from_choice=true,259.0,1496417550,0.0,inf,inf,0.0
1639,1639,1639,2017,Daring to Drive: A Saudi Woman's Awakening,['Manal Al-Sharif'],Memoir & Autobiography,0,0.026845637583892617,0.010067114093959731,0.053691275167785234,0.34563758389261745,0.5637583892617449,4.409395973154362,4.31,4842.0,728.0,https://www.goodreads.com/book/show/32620356-daring-to-drive?from_choice=true,175.0,1476793026,0.0,inf,inf,0.0
