year,name,writer,category,winner,num 1 stars,num 2 stars,num 3 stars,num 4 stars,num 5 stars,average rating,average_rating_w,num_ratings,num_reviews
2014,"Savage Harvest: A Tale of Cannibals, Colonialism, and Michael Rockefeller's Tragic Quest for Primitive Art",['Carl Hoffman'],History & Biography,0,8,20,101,118,50,3.612794612794613,3.67,6551,961
2014,The Good Spy: The Life and Death of Robert Ames,['Kai Bird'],History & Biography,0,7,17,66,127,82,3.869565217391304,4.11,14152,1151
2014,"Liar, Temptress, Soldier, Spy: Four Women Undercover in the Civil War",['Karen Abbott'],History & Biography,0,2,10,65,143,73,3.938566552901024,3.65,27080,3985
2014,"Astoria: John Jacob Astor and Thomas Jefferson's Lost Pacific Empire: A Story of Wealth, Ambition, and Survival",['Peter     Stark'],History & Biography,0,4,9,64,155,67,3.9096989966555182,4.01,8566,1158
2014,A Spy Among Friends: Kim Philby and the Great Betrayal,"['Ben Macintyre', 'John le Carré']",History & Biography,0,0,2,38,143,115,4.24496644295302,3.92,398977,26195
2014,In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,['Hampton Sides'],History & Biography,0,2,2,28,123,141,4.347972972972973,4.22,70254,6101
2014,The Romanov Sisters: The Lost Lives of the Daughters of Nicholas and Alexandra,['Helen Rappaport'],History & Biography,1,3,13,73,117,92,3.946308724832215,3.92,23578,2710
2014,The Opposite of Loneliness: Essays and Stories,['Marina Keegan'],Nonfiction,1,0,16,73,127,83,3.9264214046822743,3.83,40042,4139
2014,Men Explain Things to Me,['Rebecca Solnit'],Nonfiction,0,0,9,63,132,95,4.046822742474917,3.99,81676,10132
2014,Waking Up: A Guide to Spirituality Without Religion,['Sam Harris'],Nonfiction,0,8,24,64,116,87,3.8361204013377925,3.94,168884,10254
2014,"The Tale of the Dueling Neurosurgeons: The History of the Human Brain as Revealed by True Stories of Trauma, Madness, and Recovery",['Sam Kean'],Nonfiction,0,1,7,33,137,120,4.23489932885906,3.99,57087,5814
2014,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",['Glenn Greenwald'],Nonfiction,0,0,4,37,114,144,4.331103678929765,4.07,14953,1496
2014,All Joy and No Fun: The Paradox of Modern Parenthood,['Jennifer Senior'],Nonfiction,0,4,14,57,155,65,3.8915254237288135,3.86,9751,1448
2014,One Nation: What We Can All Do to Save America's Future,"['Ben Carson', 'Candy Carson']",Nonfiction,0,6,8,37,101,148,4.256666666666667,4.18,28704,3654
2014,"The Future of the Mind: The Scientific Quest to Understand, Enhance, and Empower the Mind",['Michio Kaku'],Nonfiction,0,6,10,53,119,111,4.066889632107023,4.1,104441,5536
2014,The Empathy Exams: Essays,['Leslie Jamison'],Nonfiction,0,4,21,54,106,106,3.993127147766323,3.72,18212,2524
2014,The Underground Girls of Kabul: In Search of a Hidden Resistance in Afghanistan,['Jenny Nordberg'],Nonfiction,0,5,14,38,129,112,4.104026845637584,4.09,9510,1344
2014,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,['Randall Munroe'],Nonfiction,0,1,0,19,102,176,4.516778523489933,4.16,132666,9829
2014,Being Mortal: Medicine and What Matters in the End,['Atul Gawande'],Nonfiction,0,0,2,18,74,204,4.610738255033557,4.31,212156,21499
2014,The Sixth Extinction: An Unnatural History,['Elizabeth Kolbert'],Nonfiction,0,3,7,50,137,103,4.1,4.12,43515,4950
2014,This Changes Everything: Capitalism vs. The Climate,['Naomi Klein'],Nonfiction,0,8,9,38,114,126,4.15593220338983,4.11,86467,6549
2014,The Divide: American Injustice in the Age of the Wealth Gap,"['Matt Taibbi', 'Molly Crabapple']",Nonfiction,0,2,6,26,106,159,4.384615384615385,4.13,24475,2888
2014,The Queen of the Tearling,['Erika Johansen'],Fantasy,0,14,21,60,125,71,3.7491408934707904,3.99,148205,18846
2014,The Emperor's Blades,['Brian Staveley'],Fantasy,0,1,6,48,117,127,4.214046822742475,4.1,69731,5050
2014,The Magician's Land,['Lev Grossman'],Fantasy,0,2,2,37,121,138,4.303333333333334,3.7,391134,38820
2014,Fool's Assassin,['Robin Hobb'],Fantasy,0,4,5,24,111,152,4.358108108108108,4.19,1116615,43623
2014,The Book of Life,['Deborah Harkness'],Fantasy,1,3,10,51,98,138,4.193333333333333,4.05,625785,60021
2014,Skin Game,['Jim Butcher'],Fantasy,0,1,1,19,87,191,4.558528428093646,4.26,2285756,93835
2014,Shattered,['Kevin Hearne'],Fantasy,0,1,5,48,119,127,4.22,4.17,426946,27298
2014,Murder of Crows,['Anne Bishop'],Fantasy,0,1,3,29,103,164,4.42,4.23,368873,24610
2014,Prince of Fools,['Mark  Lawrence'],Fantasy,0,1,2,45,120,130,4.261744966442953,4.12,312957,24310
2014,Up from the Grave,['Jeaniene Frost'],Fantasy,0,1,2,29,128,136,4.337837837837838,4.21,827664,43865
2014,Night Broken,['Patricia Briggs'],Fantasy,0,1,2,28,93,174,4.466442953020135,4.26,1234865,62358
2014,Magic Breaks,['Ilona Andrews'],Fantasy,0,0,3,320,753,1334,4.418257261410789,4.3,1074109,73347
2014,City of Stairs,['Robert Jackson Bennett'],Fantasy,0,2,6,28,107,149,4.352739726027397,4.13,65946,8912
2014,Words of Radiance,['Brandon Sanderson'],Fantasy,0,0,0,2,45,253,4.836666666666667,4.39,2994920,196781
2014,Tower Lord,['Anthony Ryan'],Fantasy,0,3,11,45,124,117,4.136666666666667,4.21,147209,8509
2014,The Good Girl,['Mary Kubica'],Mystery & Thriller,0,8,22,73,109,88,3.8233333333333333,3.71,286283,27011
2014,The Weight of Blood,['Laura McHugh'],Mystery & Thriller,0,2,10,64,141,83,3.9766666666666666,3.74,26946,3597
2014,I Am Pilgrim,['Terry Hayes'],Mystery & Thriller,0,3,9,35,89,163,4.337792642140468,4.24,107177,9349
2014,Top Secret Twenty-One,['Janet Evanovich'],Mystery & Thriller,0,4,18,99,124,55,3.6933333333333334,4.0,3306458,142686
2014,In the Blood,['Lisa Unger'],Mystery & Thriller,0,1,7,48,125,118,4.177257525083612,3.71,97296,12769
2014,Mean Streak,['Sandra Brown'],Mystery & Thriller,0,1,5,37,120,134,4.282828282828283,3.9,643541,42020
2014,The Long Way Home,['Louise Penny'],Mystery & Thriller,0,1,15,48,116,116,4.118243243243243,4.18,681353,67658
2014,The Thousand-Dollar Tan Line,"['Rob Thomas', 'Jennifer Graham']",Mystery & Thriller,0,0,3,43,137,113,4.216216216216216,3.97,63133,7456
2014,The Dead in Their Vaulted Arches,['Alan Bradley'],Mystery & Thriller,0,0,4,40,145,109,4.204697986577181,3.96,374902,45272
2014,Natchez Burning,['Greg Iles'],Mystery & Thriller,0,4,8,26,83,177,4.412751677852349,4.1,250613,20143
2014,Missing You,['Harlan Coben'],Mystery & Thriller,0,5,9,63,130,93,3.99,3.99,1074634,71248
2014,Mr. Mercedes,['Stephen King'],Mystery & Thriller,1,2,10,69,146,70,3.9158249158249157,4.03,13150017,503034
2014,The Target,['David Baldacci'],Mystery & Thriller,0,1,6,65,140,88,4.026666666666666,4.07,1613476,90162
2014,The Secret Place,"['Tana French', ""Gerry O'Brien""]",Mystery & Thriller,0,2,17,61,146,69,3.8915254237288135,3.86,683096,61529
2014,The Silkworm,"['Robert Galbraith', 'J.K. Rowling']",Mystery & Thriller,0,3,9,31,142,113,4.184563758389261,4.45,23046009,552409
2014,Edge of Eternity,['Ken Follett'],Historical Fiction,0,5,13,57,99,124,4.087248322147651,4.19,1682857,89310
2014,The Invention of Wings,['Sue Monk Kidd'],Historical Fiction,0,4,4,32,131,129,4.256666666666667,4.02,1391970,60081
2014,A King's Ransom,['Sharon Kay Penman'],Historical Fiction,0,2,2,24,104,166,4.442953020134228,4.22,116057,8069
2014,The Miniaturist,['Jessie Burton'],Historical Fiction,0,2,21,85,128,58,3.7448979591836733,3.67,149014,14829
2014,Frog Music,['Emma Donoghue'],Historical Fiction,0,25,47,105,93,24,3.1496598639455784,3.97,797820,63769
2014,The Paying Guests,['Sarah Waters'],Historical Fiction,0,6,21,75,112,77,3.8006872852233675,3.75,275689,25192
2014,Some Luck,['Jane Smiley'],Historical Fiction,0,14,17,62,127,70,3.7655172413793103,3.72,130871,12425
2014,My Name Is Resolute,['Nancy E. Turner'],Historical Fiction,0,4,10,40,109,133,4.206081081081081,4.25,90962,14985
2014,The Secret Life of Violet Grant,['Beatriz Williams'],Historical Fiction,0,5,12,56,134,91,3.9865771812080535,3.86,164093,18426
2014,China Dolls,['Lisa See'],Historical Fiction,0,5,28,105,118,40,3.5405405405405403,4.0,683044,51913
2014,Dollbaby,['Laura Lane McNeal'],Historical Fiction,0,3,18,56,121,100,3.9966442953020134,3.86,11530,1652
2014,The Narrow Road to the Deep North,['Richard Flanagan'],Historical Fiction,0,3,10,25,113,146,4.30976430976431,3.91,60075,7722
2014,Euphoria,['Lily King'],Historical Fiction,0,4,14,69,131,63,3.8362989323843415,3.82,67417,7392
2014,The Museum of Extraordinary Things,['Alice Hoffman'],Historical Fiction,0,3,15,79,115,84,3.885135135135135,3.82,552151,57165
2014,All the Light We Cannot See,['Anthony Doerr'],Historical Fiction,1,2,7,25,97,169,4.413333333333333,4.31,899471,74178
2014,The Pearl That Broke Its Shell,['Nadia Hashimi'],Debut Goodreads Author,0,1,6,32,122,133,4.292517006802721,4.1,53614,6281
2014,The Good Girl,['Mary Kubica'],Debut Goodreads Author,0,8,22,73,109,88,3.8233333333333333,3.71,286283,27011
2014,Elizabeth Is Missing,['Emma Healey'],Debut Goodreads Author,0,2,10,64,130,91,4.0033670033670035,3.66,53911,6977
2014,The Weight of Blood,['Laura McHugh'],Debut Goodreads Author,0,2,10,64,141,83,3.9766666666666666,3.74,26946,3597
2014,Holding Out,['Lila Rose'],Debut Goodreads Author,0,9,33,73,92,90,3.744107744107744,4.19,62000,5092
2014,Half Bad,['Sally Green'],Debut Goodreads Author,0,8,15,76,129,67,3.7864406779661017,3.87,74873,12697
2014,The Truth About Alice,['Jennifer Mathieu'],Debut Goodreads Author,0,5,17,53,141,79,3.922033898305085,3.97,30018,6555
2014,The Queen of the Tearling,['Erika Johansen'],Debut Goodreads Author,0,14,21,60,125,71,3.7491408934707904,3.99,148205,18846
2014,Red Rising,['Pierce Brown'],Debut Goodreads Author,1,5,11,36,60,176,4.357638888888889,4.36,499995,49609
2014,Stolen Songbird,['Danielle L. Jensen'],Debut Goodreads Author,0,5,9,54,116,124,4.12012987012987,3.94,39067,4943
2014,Full Measures,['Rebecca Yarros'],Debut Goodreads Author,0,1,6,25,99,166,4.424242424242424,4.27,45415,6125
2014,Open Road Summer,['Emery Lord'],Debut Goodreads Author,0,0,7,34,106,144,4.329896907216495,3.92,61744,10297
2014,Sweet Addiction,['J.  Daniels'],Debut Goodreads Author,0,1,13,47,116,121,4.151006711409396,4.17,125022,12676
2014,Dorothy Must Die,['Danielle  Paige'],Debut Goodreads Author,0,8,21,56,109,71,3.8075471698113206,3.79,153567,21382
2014,Cruel Beauty,['Rosamund Hodge'],Debut Goodreads Author,0,7,17,59,125,83,3.893470790378007,3.7,94888,14001
2014,The Pearl That Broke Its Shell,['Nadia Hashimi'],Fiction,0,1,6,32,122,133,4.292517006802721,4.1,53614,6281
2014,The Book of Unknown Americans,['Cristina Henriquez'],Fiction,0,1,7,67,144,76,3.9728813559322034,3.87,34244,4370
2014,The Children Act,['Ian McEwan'],Fiction,0,4,13,101,125,57,3.7266666666666666,3.72,891698,60431
2014,Redeployment,['Phil Klay'],Fiction,0,2,11,44,128,111,4.131756756756757,3.97,21310,2847
2014,Still Life with Bread Crumbs,['Anna Quindlen'],Fiction,0,5,21,88,130,56,3.703333333333333,4.19,2837334,70424
2014,An Untamed State,['Roxane Gay'],Fiction,0,2,7,34,88,153,4.348591549295775,4.07,194352,24595
2014,The Bone Clocks,['David Mitchell'],Fiction,0,1,7,47,112,131,4.224832214765101,3.94,496599,52760
2014,Landline,['Rainbow Rowell'],Fiction,1,2,8,57,117,114,4.117449664429531,4.03,1856743,193194
2014,Colorless Tsukuru Tazaki and His Years of Pilgrimage,"['Haruki Murakami', 'Philip Gabriel']",Fiction,0,2,15,64,141,74,3.9121621621621623,3.95,2086815,152599
2014,Big Little Lies,['Liane Moriarty'],Fiction,0,2,3,27,131,137,4.326666666666667,3.96,2082458,154541
2014,The Enchanted,['Rene Denfeld'],Fiction,0,2,8,35,121,131,4.249158249158249,3.97,50308,7919
2014,The Storied Life of A.J. Fikry,['Gabrielle Zevin'],Fiction,0,1,5,21,134,135,4.341216216216216,3.91,315939,40405
2014,Lila,['Marilynne Robinson'],Fiction,0,3,6,38,98,152,4.313131313131313,3.87,162883,22580
2014,Leaving Time,['Jodi Picoult'],Fiction,0,8,20,58,141,97,3.9228395061728394,3.97,3482177,209189
2014,Station Eleven,['Emily St. John Mandel'],Fiction,0,3,5,28,115,147,4.3355704697986575,4.01,284978,35257
2014,"Delancey: A Man, a Woman, a Restaurant, a Marriage",['Molly Wizenberg'],Food & Cookbooks,0,0,17,84,149,48,3.7651006711409396,3.86,22538,2667
2014,The Oh She Glows Cookbook: Over 100 Vegan Recipes to Glow from the Inside Out,['Angela Liddon'],Food & Cookbooks,0,6,11,21,88,173,4.374581939799331,4.33,9292,514
2014,Make It Ahead: A Barefoot Contessa Cookbook,['Ina Garten'],Food & Cookbooks,1,5,18,60,105,111,4.0,4.16,166255,1704
2014,My Paris Kitchen: Recipes and Stories,['David Lebovitz'],Food & Cookbooks,0,7,10,43,110,129,4.150501672240803,4.0,31630,2204
2014,Burnt Toast Makes You Sing Good: A Memoir of Food and Love from an American Midwest Family,['Kathleen Flinn'],Food & Cookbooks,0,5,20,76,113,84,3.8422818791946307,3.81,15524,2302
2014,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck,"['Thug Kitchen', 'Matt Holloway', 'Michelle Davis']",Food & Cookbooks,0,10,10,37,103,140,4.176666666666667,4.1,27171,1115
2014,Plenty More: Vibrant Vegetable Cooking from London's Ottolenghi,['Yotam Ottolenghi'],Food & Cookbooks,0,1,4,17,51,90,4.380368098159509,4.28,41704,1231
2014,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,['J.J. Smith'],Food & Cookbooks,0,5,12,48,88,146,4.197324414715719,4.13,6248,321
2014,Nom Nom Paleo: Food for Humans,"['Michelle Tam', 'Henry Fong']",Food & Cookbooks,0,2,3,26,71,197,4.531772575250836,4.33,6526,341
2014,Eat the Yolks,"['Liz  Wolfe', 'Diane Sanfilippo']",Food & Cookbooks,0,4,8,45,105,136,4.2114093959731544,4.15,12319,661
2014,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor",['Gina Homolka'],Food & Cookbooks,0,3,6,14,67,115,4.390243902439025,4.26,8419,414
2014,"Eating Wildly: Foraging for Life, Love and the Perfect Meal",['Ava Chin'],Food & Cookbooks,0,1,8,52,66,57,3.9239130434782608,3.86,491,95
2014,"The Calorie Myth: How to Eat More and Exercise Less, Lose Weight, and Live Better",['Jonathan Bailor'],Food & Cookbooks,0,4,11,59,101,122,4.097643097643098,3.89,1714,255
2014,Sous Chef: 24 Hours on the Line,['Michael Gibney'],Food & Cookbooks,0,5,21,101,149,54,3.684848484848485,3.59,6567,910
2014,The Third Plate: Field Notes on the Future of Food,['Dan Barber'],Food & Cookbooks,0,2,11,48,112,121,4.153061224489796,4.25,5030,619
2015,"Thor, Volume 1: The Goddess of Thunder","['Jason Aaron', 'Jorge Molina', 'Russell Dauterman']",Graphic Novels & Comics,0,2,8,48,131,109,4.130872483221476,4.0,218650,18355
2015,Beware the Kitten Holy,"['Noelle Stevenson', 'Grace Ellis', 'Faith Hicks', 'Brooke A. Allen', 'Shannon Watters', 'Kat Leyh', 'Carolyn Nowak', 'Carey Pietsch']",Graphic Novels & Comics,0,0,8,46,117,128,4.2207357859531776,4.12,93401,9162
2015,"Sunstone, Vol. 1",['Stjepan Šejić'],Graphic Novels & Comics,0,1,4,18,81,195,4.555183946488294,4.2,52904,4635
2015,Nimona,['Noelle Stevenson'],Graphic Novels & Comics,0,0,1,12,78,205,4.64527027027027,4.1,240846,24278
2015,"Saga, Vol. 4","['Brian K. Vaughan', 'Fiona Staples']",Graphic Novels & Comics,1,0,1,10,104,184,4.575250836120401,4.24,1426671,82575
2015,"Attack on Titan, Vol. 15",['Hajime Isayama'],Graphic Novels & Comics,0,1,2,26,81,189,4.521739130434782,4.42,328561,10680
2015,Username: Evie,['Joe Sugg'],Graphic Novels & Comics,0,7,18,38,66,168,4.245791245791246,3.8,7337,749
2015,The Sandman: Overture,"['Neil Gaiman', 'J.H. Williams III', 'Dave    Stewart', 'Todd Klein']",Graphic Novels & Comics,0,32,18,40,54,156,3.9466666666666668,4.13,5564484,334441
2015,"Hawkeye, Volume 4: Rio Bravo","['Matt Fraction', 'Chris Eliopoulos', 'David Aja', 'Jordie Bellaire', 'Francesco Francavilla', 'Matt Hollingsworth']",Graphic Novels & Comics,0,0,6,18,119,157,4.423333333333333,3.97,260623,18218
2015,The Thrilling Adventures of Lovelace and Babbage,['Sydney Padua'],Graphic Novels & Comics,0,4,15,41,101,136,4.178451178451178,4.04,3763,821
2015,"The Unbeatable Squirrel Girl, Vol. 1: Squirrel Power","['Ryan North', 'Erica Henderson', 'Maris Wicks', 'Kyle Starks', 'Chris Giarrusso', 'Rico Renzi', 'Wil Moss']",Graphic Novels & Comics,0,1,7,31,111,148,4.3355704697986575,4.14,91496,9790
2015,The Far Reaching Tentacles of N'rygoth,"['Kurtis J. Wiebe', 'Roc Upchurch', 'Stjepan Šejić']",Graphic Novels & Comics,0,0,1,22,152,125,4.336666666666667,4.05,95446,8240
2015,"The Wicked + The Divine, Vol. 2: Fandemonium","['Kieron Gillen', 'Jamie McKelvie', 'Matt Wilson', 'Clayton Cowles']",Graphic Novels & Comics,0,0,7,37,120,134,4.278523489932886,,,
2015,Roller Girl,['Victoria Jamieson'],Graphic Novels & Comics,0,0,0,13,101,184,4.573825503355705,4.22,52542,6002
2015,March: Book Two,"['John             Lewis', 'Andrew Aydin', 'Nate Powell']",Graphic Novels & Comics,0,1,1,9,81,206,4.644295302013423,4.33,75211,9792
2015,My Heart and Other Black Holes,['Jasmine Warga'],Young Adult Fiction,0,3,10,60,103,120,4.10472972972973,4.02,43212,6282
2015,Simon vs. the Homo Sapiens Agenda,['Becky Albertalli'],Young Adult Fiction,0,1,4,19,66,208,4.597315436241611,4.18,373331,55737
2015,"Everything, Everything","['Nicola Yoon', 'David Yoon']",Young Adult Fiction,0,1,11,50,108,127,4.175084175084175,4.06,464813,60676
2015,All the Bright Places,['Jennifer Niven'],Young Adult Fiction,1,6,10,46,91,138,4.185567010309279,4.11,298982,36846
2015,Every Last Word,['Tamara Ireland Stone'],Young Adult Fiction,0,1,16,37,90,149,4.262798634812286,4.14,48815,7238
2015,Mosquitoland,['David  Arnold'],Young Adult Fiction,0,4,16,40,94,140,4.190476190476191,3.93,32803,5269
2015,More Happy Than Not,['Adam Silvera'],Young Adult Fiction,0,4,10,19,90,163,4.391608391608392,4.06,145737,29156
2015,Dumplin',['Julie   Murphy'],Young Adult Fiction,0,4,16,43,91,138,4.174657534246576,3.85,106940,17948
2015,The Fill-In Boyfriend,['Kasie West'],Young Adult Fiction,0,3,15,69,110,95,3.9554794520547945,3.94,299218,42240
2015,I'll Meet You There,['Heather Demetrios'],Young Adult Fiction,0,2,6,15,89,176,4.496527777777778,3.96,27805,4867
2015,Until Friday Night,['Abbi Glines'],Young Adult Fiction,0,4,10,42,100,142,4.228187919463087,4.13,1328106,80822
2015,Saint Anything,['Sarah Dessen'],Young Adult Fiction,0,0,4,33,131,130,4.298657718120805,3.99,1396066,65297
2015,Finding Audrey,['Sophie Kinsella'],Young Adult Fiction,0,3,11,74,136,71,3.8847457627118644,3.74,2548709,106960
2015,Wild Reckless,['Ginger Scott'],Young Adult Fiction,0,1,6,25,100,165,4.420875420875421,4.1,53726,6811
2015,P.S. I Still Love You,['Jenny Han'],Young Adult Fiction,0,1,18,41,118,119,4.1313131313131315,4.09,1088099,105066
2015,A Work in Progress,['Connor Franta'],Memoir & Autobiography,1,2,2,24,53,214,4.610169491525424,4.23,24132,2819
2015,In Real Life: My Journey to a Pixelated World,"['Joey Graceffa', 'Joshua Lyon']",Memoir & Autobiography,0,3,9,20,68,198,4.506711409395973,4.14,17563,2006
2015,Every Day I Fight,"['Stuart  Scott', 'Larry Platt']",Memoir & Autobiography,0,2,6,25,105,160,4.39261744966443,4.33,2828,409
2015,"American Wife: Love, War, Faith, and Renewal","['Taya Kyle', 'Jim DeFelice']",Memoir & Autobiography,0,1,8,36,66,187,4.442953020134228,3.98,121900,9288
2015,All I Know Now: Wonderings and Reflections on Growing Up Gracefully,['Carrie Hope Fletcher'],Memoir & Autobiography,0,1,6,40,107,145,4.301003344481606,3.81,20102,3030
2015,If You Feel Too Much: Thoughts on Things Found and Lost and Hoped For,"['Jamie Tworkowski', 'Donald Miller']",Memoir & Autobiography,0,2,4,36,68,188,4.4630872483221475,3.97,175074,9179
2015,"Red Notice: A True Story of High Finance, Murder, and One Man's Fight for Justice",['Bill Browder'],Memoir & Autobiography,0,1,4,33,95,196,4.462006079027356,4.4,42072,3901
2015,Girl In A Band,['Kim Gordon'],Memoir & Autobiography,0,4,18,88,147,41,3.6812080536912752,3.64,23778,2201
2015,M Train,['Patti Smith'],Memoir & Autobiography,0,2,12,59,105,118,4.097972972972973,4.1,206573,15062
2015,My Fight / Your Fight,"['Ronda Rousey', 'R.C. Bray', 'Maria Burns Ortiz', 'Dana White']",Memoir & Autobiography,0,4,4,34,100,158,4.346666666666667,4.15,16731,3332
2015,Spinster: Making a Life of One's Own,['Kate Bolick'],Memoir & Autobiography,0,16,39,94,104,44,3.4074074074074074,3.46,8581,1477
2015,The Argonauts,['Maggie Nelson'],Memoir & Autobiography,0,4,11,23,88,171,4.383838383838384,4.13,49356,5008
2015,"Searching for Sunday: Loving, Leaving, and Finding the Church",['Rachel Held Evans'],Memoir & Autobiography,0,1,1,32,105,159,4.409395973154362,4.13,41384,5418
2015,It's What I Do: A Photographer's Life of Love and War,['Lynsey Addario'],Memoir & Autobiography,0,1,2,36,109,152,4.363333333333333,4.33,8898,1149
2015,Blackout: Remembering the Things I Drank to Forget,['Sarah Hepola'],Memoir & Autobiography,0,9,8,55,139,89,3.97,4.0,17164,1715
2015,The Day the Crayons Came Home,"['Drew Daywalt', 'Oliver Jeffers']",Picture Books,1,2,3,34,79,181,4.451505016722408,4.28,123016,14924
2015,I Will Take a Nap!,['Mo Willems'],Picture Books,0,0,5,33,114,146,4.345637583892618,4.3,479817,33286
2015,Wolfie the Bunny,"['Ame Dyckman', 'Zachariah OHora']",Picture Books,0,0,2,38,120,137,4.31986531986532,4.09,15576,2591
2015,If You Plant a Seed,['Kadir Nelson'],Picture Books,0,1,3,31,104,160,4.40133779264214,4.29,53847,8108
2015,Goodnight Already!,"['Jory John', 'Benji Davies']",Picture Books,0,2,6,54,132,105,4.110367892976589,4.13,59513,7359
2015,This Is Sadie,"[""Sara O'Leary"", 'Julie Morstad']",Picture Books,0,0,7,46,102,143,4.278523489932886,4.17,10123,2311
2015,Sidewalk Flowers,"['JonArno Lawson', 'Sydney  Smith']",Picture Books,0,0,4,24,103,165,4.449324324324325,4.12,8201,1893
2015,"I Wish You More (Encouragement Gifts for Kids, Uplifting Books for Graduation)","['Amy Krouse Rosenthal', 'Tom Lichtenheld']",Picture Books,0,0,8,34,117,141,4.303333333333334,4.13,65637,9212
2015,Winnie: The True Story of the Bear Who Inspired Winnie-the-Pooh,"['Sally M. Walker', 'Jonathan D. Voss']",Picture Books,0,0,1,33,121,144,4.364548494983278,3.99,7220,1572
2015,Last Stop on Market Street,"['Matt de la Pena', 'Christian Robinson']",Picture Books,0,2,4,27,90,176,4.451505016722408,3.9,81613,15832
2015,Float,['Daniel Miyares'],Picture Books,0,0,5,31,114,146,4.35472972972973,3.91,6489,1408
2015,Otter in Space,['Sam Garton'],Picture Books,0,0,10,40,67,118,4.246808510638298,4.07,2776,540
2015,Your Baby's First Word Will Be DADA,"['Jimmy Fallon', 'Miguel Ordóñez']",Picture Books,0,32,69,78,47,44,3.0074074074074075,3.67,8442,1120
2015,"A Fine Dessert: Four Centuries, Four Families, One Delicious Treat","['Emily Jenkins', 'Sophie Blackall']",Picture Books,0,3,5,36,111,142,4.292929292929293,4.1,69558,9449
2015,The Princess and the Pony,['Kate Beaton'],Picture Books,0,0,12,23,105,159,4.374581939799331,4.14,50713,4831
2015,Confess,['Colleen Hoover'],Romance,1,2,9,33,91,163,4.355704697986577,4.25,1853467,202832
2015,Grey,['E.L. James'],Romance,0,11,10,54,99,114,4.024305555555555,3.77,3392532,155860
2015,Captivated by You,['Sylvia Day'],Romance,0,5,14,61,98,113,4.030927835051546,4.15,1251219,61516
2015,Never Judge a Lady by Her Cover,['Sarah MacLean'],Romance,0,3,10,62,115,110,4.0633333333333335,3.97,209961,20381
2015,The Liar,['Nora Roberts'],Romance,0,2,18,58,136,85,3.9498327759197323,4.08,3641583,142489
2015,Him,"['Sarina Bowen', 'Elle Kennedy']",Romance,0,0,4,13,112,168,4.494949494949495,4.13,517908,51763
2015,Ride Steady,['Kristen Ashley'],Romance,0,0,2,21,58,216,4.643097643097643,4.28,1451361,108137
2015,Wicked,['Jennifer L. Armentrout'],Romance,0,2,9,42,101,139,4.249146757679181,4.21,1660583,146403
2015,The Shadows,['J.R. Ward'],Romance,0,9,12,42,95,140,4.157718120805369,4.3,1853448,104336
2015,Beautiful Redemption,['Jamie McGuire'],Romance,0,0,11,46,112,128,4.202020202020202,4.11,1050060,70723
2015,Deep,['Kylie Scott'],Romance,0,0,6,42,125,125,4.238255033557047,4.11,274842,27310
2015,Hollywood Dirt,['Alessandra Torre'],Romance,0,2,3,27,116,149,4.37037037037037,4.04,208911,27133
2015,Souls Unfractured,['Tillie Cole'],Romance,0,0,6,14,69,211,4.616666666666666,4.27,251548,30330
2015,The Air He Breathes,['Brittainy C. Cherry'],Romance,0,0,6,29,71,192,4.506711409395973,4.26,160480,21823
2015,Thoughtful,['S.C. Stephens'],Romance,0,2,3,38,85,155,4.371024734982332,4.23,378805,25396
2015,Why Not Me?,['Mindy Kaling'],Humor,1,1,6,39,173,108,4.165137614678899,3.87,547016,31988
2015,Selp-Helf,['Miranda Sings'],Humor,0,7,5,33,56,191,4.434931506849315,4.29,6160,611
2015,The Fangirl's Guide to the Galaxy: A Handbook for Girl Geeks,"['Sam Maggs', 'Kelly Bastow']",Humor,0,7,9,70,105,104,3.983050847457627,3.86,7050,1691
2015,I Hate Myselfie: A Collection of Essays,['Shane Dawson'],Humor,0,4,3,27,89,174,4.434343434343434,4.24,19932,2083
2015,"Yes, My Accent Is Real: and Some Other Things I Haven't Told You",['Kunal Nayyar'],Humor,0,1,12,66,136,81,3.9594594594594597,3.75,6780,982
2015,"Fat Girl Walking: Sex, Food, Love, and Being Comfortable in Your Skin...Every Inch of It",['Brittany Gibbons'],Humor,0,0,9,39,101,148,4.306397306397306,3.95,5154,748
2015,The Misadventures of Awkward Black Girl,['Issa Rae'],Humor,0,7,19,113,104,52,3.593220338983051,3.74,11532,1453
2015,Gumption: Relighting the Torch of Freedom with America's Gutsiest Troublemakers,['Nick Offerman'],Humor,0,6,21,87,118,66,3.728187919463087,3.7,45146,6031
2015,This Book Loves You,['PewDiePie'],Humor,0,6,14,20,42,200,4.475177304964539,3.86,5349,695
2015,I Regret Nothing,['Jen Lancaster'],Humor,0,1,5,68,146,79,3.9933110367892977,3.87,185507,16738
2015,Has Anyone Seen My Pants?,['Sarah Colonna'],Humor,0,1,11,62,133,93,4.02,3.72,50414,1823
