year,name,writer,category,winner,num 1 stars,num 2 stars,num 3 stars,num 4 stars,num 5 stars,average rating,average_rating_w,num_ratings,num_reviews
2019,"Brilliant, Brilliant, Brilliant Brilliant Brilliant",['Joel Golby'],Humor,0,4,16,74,117,89,3.9033333333333333,3.75,792,74
2019,Someone Who Will Love You in All Your Damaged Glory: Stories,['Raphael Bob-Waksberg'],Humor,0,5,5,43,92,139,4.25,4.21,2925,470
2019,The Field Guide to Dumb Birds of North America,['Matt Kracht'],Humor,0,5,9,45,105,129,4.174061433447099,4.02,820,217
2019,Southern Lady Code,['Helen Ellis'],Humor,0,12,21,66,107,93,3.82943143812709,3.46,18803,3199
2019,Small Doses,['Amanda Seales'],Humor,0,6,5,10,28,251,4.71,4.45,474,81
2019,"Baby, Don't Hurt Me: Stories and Scars from Saturday Night Live","['Chris Kattan', 'Travis Thrasher', 'Seth Meyers']",Humor,0,6,29,97,139,58,3.650455927051672,3.9,9211,1866
2019,Nice Try: Stories of Best Intentions and Mixed Results,['Josh Gondelman'],Humor,0,4,13,54,127,98,4.02027027027027,3.81,681,110
2019,"When Life Gives You Pears: The Healing Power of Family, Faith, and Funny People","['Jeannie Gaffigan', 'Jim Gaffigan']",Humor,0,7,4,33,92,164,4.34,3.77,87705,10976
2019,"Dear Girls: Intimate Tales, Untold Secrets, & Advice for Living Your Best Life",['Ali Wong'],Humor,1,1,7,40,139,112,4.183946488294314,4.0,21760,2492
2019,"Riding the Elephant: A Memoir of Altercations, Humiliations, Hallucinations, and Observations",['Craig Ferguson'],Humor,0,3,10,34,139,114,4.17,3.94,26489,2410
2019,William Shakespeare's Much Ado About Mean Girls,['Ian Doescher'],Humor,0,0,10,62,117,108,4.087542087542087,4.03,38296,5889
2019,Life Will Be the Death of Me: . . . and You Too!,['Chelsea Handler'],Humor,0,4,2,33,112,149,4.333333333333333,3.81,399049,21400
2019,A Woman First: First Woman: A Memoir,['Selina Meyer'],Humor,0,6,19,88,123,64,3.7333333333333334,3.66,610,124
2019,Twas the Nightshift before Christmas,['Adam Kay'],Humor,0,3,4,31,92,169,4.404682274247492,4.38,131041,8837
2019,Effin' Birds: A Field Guide to Identification,['Aaron  Reynolds'],Humor,0,2,2,13,30,70,4.401709401709402,4.2,360,88
2019,Mr. Know-It-All: The Tarnished Wisdom of a Filth Elder,['John Waters'],Humor,0,4,11,61,129,91,3.9864864864864864,3.77,27435,3540
2019,Medallion Status: True Stories from Secret Rooms,['John Hodgman'],Humor,0,1,2,26,117,154,4.403333333333333,3.94,38340,3911
2019,When You Ask Me Where I'm Going,['Jasmin Kaur'],Poetry,0,6,16,49,102,124,4.084175084175084,4.02,679,163
2019,I'm Not Your Paper Princess,['J.R. Rogue'],Poetry,0,0,0,4,6,50,4.766666666666667,4.06,3382,1009
2019,Lord of the Butterflies,['Andrea Gibson'],Poetry,0,3,7,20,63,206,4.545150501672241,4.38,10525,1165
2019,Almost Home: Poems,['Madisen Kuhn'],Poetry,0,4,4,18,34,178,4.588235294117647,4.01,2858,426
2019,The Girl Aquarium,['Jen Campbell'],Poetry,0,2,13,60,107,61,3.8724279835390947,3.85,33231,6744
2019,The Mermaid's Voice Returns in This One,['Amanda Lovelace'],Poetry,0,10,21,81,91,91,3.7891156462585034,3.86,101060,14776
2019,Great Goddesses: Life Lessons from Myths and Monsters,['Nikita Gill'],Poetry,0,3,9,47,81,157,4.279461279461279,4.12,15007,2403
2019,The Truth About Magic,['Atticus Poetry'],Poetry,0,3,5,33,79,179,4.424749163879599,4.03,23225,2615
2019,A Fortune for Your Disaster,['Hanif Abdurraqib'],Poetry,0,2,3,26,93,175,4.45819397993311,4.52,8952,1350
2019,Aphrodite Made Me Do It,['Trista Mateer'],Poetry,0,6,10,49,104,128,4.138047138047138,3.89,7141,1418
2019,SHOUT,['Laurie Halse Anderson'],Poetry,1,0,2,15,87,192,4.58445945945946,3.99,845772,58412
2019,Life of the Party,['Olivia Gatwood'],Poetry,0,1,9,27,69,192,4.483221476510067,4.32,3868,478
2019,Love Looks Pretty on You,['Lang Leav'],Poetry,0,18,23,77,74,102,3.7448979591836733,3.97,101644,8599
2019,Empty Bottles Full of Stories,"['R.H. Sin', 'Robert M. Drake']",Poetry,0,15,22,61,89,113,3.8766666666666665,3.93,37757,3495
2019,A Bound Woman Is a Dangerous Thing: The Incarceration of African American Women from Harriet Tubman to Sandra Bland,['DaMaris B. Hill'],Poetry,0,8,12,51,104,107,4.028368794326241,4.03,370,101
2019,Deaf Republic,['Ilya Kaminsky'],Poetry,0,1,2,15,52,228,4.691275167785235,4.08,7959,1072
2019,Soft Science,['Franny Choi'],Poetry,0,2,15,28,97,151,4.296928327645051,4.26,1210,181
2019,Magical Negro,['Morgan  Parker'],Poetry,0,4,7,26,94,167,4.385906040268456,4.09,5838,819
2019,The Tradition,['Jericho Brown'],Poetry,0,3,0,14,81,175,4.556776556776557,4.31,3848,521
2019,The Octopus Museum,['Brenda Shaughnessy'],Poetry,0,7,18,46,87,52,3.757142857142857,3.95,2090,249
2019,Growing Things and Other Stories,['Paul Tremblay'],Horror,0,4,29,69,112,81,3.8033898305084746,3.62,86864,13864
2019,Wakenhyrst,['Michelle Paver'],Horror,0,1,9,45,131,110,4.148648648648648,4.19,92792,6002
2019,Petra's Ghost,['C.S.  O’Cinneide'],Horror,0,4,7,21,51,49,4.015151515151516,4.02,254,85
2019,The Invited,['Jennifer  McMahon'],Horror,0,6,10,53,154,74,3.942760942760943,3.7,138305,18706
2019,The Remaking,['Clay McLeod Chapman'],Horror,0,6,31,95,92,67,3.6288659793814433,3.63,4577,759
2019,The Institute,['Stephen King'],Horror,1,18,20,37,65,143,4.042402826855124,4.04,13509282,522056
2019,The Luminous Dead,['Caitlin  Starling'],Horror,0,4,23,54,107,110,3.9932885906040267,3.72,3227,791
2019,Imaginary Friend,['Stephen Chbosky'],Horror,0,13,36,67,80,74,3.6148148148148147,4.2,1184915,57787
2019,The Need,['Helen          Phillips'],Horror,0,17,32,66,109,73,3.6363636363636362,3.28,11185,2194
2019,The Monster of Elendhaven,['Jennifer Giesbrecht'],Horror,0,10,27,74,99,76,3.7132867132867133,3.58,2246,577
2019,The Girl in Red,['Christina Henry'],Horror,0,9,16,47,111,66,3.8393574297188753,3.91,75690,10052
2019,No One's Home,['D.M. Pulley'],Horror,0,2,12,60,110,115,4.083612040133779,3.89,44839,3827
2019,The Twisted Ones,['T. Kingfisher'],Horror,0,1,16,51,123,105,4.0641891891891895,4.14,27971,4352
2019,Song for the Unraveling of the World,['Brian Evenson'],Horror,0,2,20,56,120,102,4.0,3.84,37527,4442
2019,A Cosmology of Monsters,['Shaun Hamill'],Horror,0,3,15,63,106,111,4.030201342281879,3.89,2210,488
2019,Bunny,['Mona Awad'],Horror,0,14,21,57,100,100,3.8595890410958904,3.22,16598,3439
2019,The Lost Causes of Bleak Creek,"['Rhett McLaughlin', 'Link Neal', 'Lance Rubin']",Horror,0,4,15,30,90,158,4.28956228956229,4.2,6205,992
2019,The Toll,['Cherie Priest'],Horror,0,6,20,98,112,61,3.68013468013468,3.74,112319,15437
2019,Violet,['Scott   Thomas'],Horror,0,9,25,57,108,89,3.84375,3.77,5590,1269
2019,Full Throttle,['Joe Hill'],Horror,0,7,11,47,141,122,4.097560975609756,4.04,687486,62295
2019,The Toll,['Neal Shusterman'],Young Adult Fantasy,0,19,14,33,48,146,4.107692307692307,4.22,607011,79268
2019,Sorcery of Thorns,['Margaret  Rogerson'],Young Adult Fantasy,0,2,7,14,76,170,4.5055762081784385,3.9,53867,11759
2019,Aurora Rising,"['Amie Kaufman', 'Jay Kristoff']",Young Adult Fantasy,0,14,14,20,52,140,4.208333333333333,4.33,300082,65549
2019,A Curse So Dark and Lonely,['Brigid Kemmerer'],Young Adult Fantasy,0,2,2,38,96,152,4.358620689655172,4.12,137711,21792
2019,Call Down the Hawk,['Maggie Stiefvater'],Young Adult Fantasy,0,3,2,9,22,84,4.516666666666667,3.99,1449825,140064
2019,Four Dead Queens,['Astrid Scholte'],Young Adult Fantasy,0,7,18,40,100,115,4.064285714285714,3.77,9027,2052
2019,Bloodwitch,['Susan Dennard'],Young Adult Fantasy,0,5,14,15,37,196,4.51685393258427,3.89,91670,15814
2019,The Secret Commonwealth,['Philip Pullman'],Young Adult Fantasy,0,17,16,24,80,154,4.161512027491409,4.03,2235918,64195
2019,Finale,['Stephanie Garber'],Young Adult Fantasy,0,13,14,23,48,142,4.216666666666667,4.05,189219,31442
2019,Defy Me,['Tahereh Mafi'],Young Adult Fantasy,0,13,11,29,53,156,4.251908396946565,4.15,747255,86698
2019,Wayward Son,"['Rainbow Rowell', 'Jim Tierney']",Young Adult Fantasy,0,3,3,12,21,117,4.576923076923077,4.06,133090,23112
2019,Queen of Air and Darkness,['Cassandra Clare'],Young Adult Fantasy,0,11,8,16,28,220,4.5477031802120145,4.26,6428654,357908
2019,Wilder Girls,['Rory Power'],Young Adult Fantasy,0,2,20,41,82,126,4.143911439114391,3.62,17364,4556
2019,Supernova,['Marissa Meyer'],Young Adult Fantasy,0,9,6,26,49,176,4.417293233082707,4.23,1729772,189718
2019,The Wicked King,"['Holly Black', 'Kathleen Jennings']",Young Adult Fantasy,1,3,4,12,58,158,4.548936170212766,3.98,1130715,121348
2019,Serpent & Dove,['Shelby Mahurin'],Young Adult Fantasy,0,5,10,34,85,151,4.287719298245614,4.21,25278,5680
2019,We Hunt the Flame,['Hafsah Faizal'],Young Adult Fantasy,0,7,12,33,60,147,4.2664092664092665,3.82,7916,2041
2019,Rebel,['Marie Lu'],Young Adult Fantasy,0,3,10,17,47,115,4.359375,4.19,1101093,114510
2019,King of Scars,['Leigh Bardugo'],Young Adult Fantasy,0,4,9,25,49,54,3.99290780141844,4.22,1128819,153347
2019,The Gilded Wolves,['Roshani Chokshi'],Young Adult Fantasy,0,7,11,53,98,99,4.0111940298507465,3.81,57491,13887
2019,The Light Brigade,['Kameron Hurley'],Science Fiction,0,2,3,19,76,171,4.516605166051661,3.78,31738,5837
2019,Exhalation,['Ted Chiang'],Science Fiction,0,5,15,38,106,111,4.101818181818182,4.2,93155,12150
2019,The Test,['Sylvain Neuvel'],Science Fiction,0,3,13,59,115,106,4.04054054054054,3.86,122152,17680
2019,Wanderers,['Chuck Wendig'],Science Fiction,0,13,19,34,73,152,4.140893470790378,3.73,106455,15449
2019,Recursion,['Blake Crouch'],Science Fiction,1,0,5,25,115,147,4.383561643835616,4.04,530364,57992
2019,Children of Ruin,['Adrian Tchaikovsky'],Science Fiction,0,0,7,1159,3110,7341,4.530946027373677,4.13,99199,9485
2019,The City in the Middle of the Night,['Charlie Jane Anders'],Science Fiction,0,10,17,52,76,73,3.81140350877193,3.66,57419,9750
2019,Gideon the Ninth,['Tamsyn Muir'],Science Fiction,0,5,8,17,64,166,4.453846153846154,4.21,12712,3078
2019,The Future of Another Timeline,['Annalee Newitz'],Science Fiction,0,6,13,59,106,106,4.010344827586207,3.63,16799,3096
2019,"Fall, Or Dodge in Hell",['Neal Stephenson'],Science Fiction,0,16,29,68,98,83,3.6904761904761907,4.05,770341,48847
2019,The Deep,"['Rivers Solomon', 'Daveed Diggs', 'William Hutson', 'Jonathan Snipes']",Science Fiction,0,3,14,42,107,119,4.140350877192983,3.93,11188,2578
2019,Here and Now and Then,['Mike Chen'],Science Fiction,0,4,11,65,99,112,4.0446735395189,3.77,4640,1106
2019,"To Be Taught, If Fortunate",['Becky Chambers'],Science Fiction,0,1,8,22,102,185,4.452830188679245,4.21,114989,18464
2019,Thrawn: Treason,['Timothy Zahn'],Science Fiction,0,2,8,28,112,149,4.331103678929765,4.07,353668,15318
2019,This Is How You Lose the Time War,"['Amal El-Mohtar', 'Max Gladstone']",Science Fiction,0,11,8,39,95,166,4.244514106583072,4.0,54461,9075
2019,Machines Like Me,['Ian McEwan'],Science Fiction,0,12,25,81,112,69,3.6722408026755855,3.73,910944,61698
2019,Tiamat's Wrath,['James S.A. Corey'],Science Fiction,0,3,6,13,101,175,4.473154362416107,4.25,567288,35740
2019,A Memory Called Empire,['Arkady Martine'],Science Fiction,0,8,4,34,94,152,4.294520547945205,4.18,6066,1201
2019,Dark Age,['Pierce Brown'],Science Fiction,0,4,4,15,59,201,4.586572438162544,4.36,523641,51289
2019,One Word Kill,['Mark  Lawrence'],Science Fiction,0,3,10,31,111,133,4.253472222222222,,,
2019,Diary of an Awesome Friendly Kid: Rowley Jefferson's Journal,['Jeff Kinney'],Middle Grade & Children's,0,19,11,43,63,160,4.128378378378378,4.14,1256973,61821
2019,The Strangers,['Margaret Peterson Haddix'],Middle Grade & Children's,0,3,8,77,128,81,3.9292929292929295,3.98,514460,31151
2019,Dragon Pearl,['Yoon Ha Lee'],Middle Grade & Children's,0,4,11,54,113,99,4.039145907473309,3.89,39250,6388
2019,Aru Shah and the Song of Death,['Roshani Chokshi'],Middle Grade & Children's,0,7,6,26,107,148,4.302721088435374,,,
2019,A Crystal of Time,"['Soman Chainani', 'Iacopo Bruno']",Middle Grade & Children's,0,4,1,21,40,230,4.658783783783784,4.09,118595,14270
2019,Tristan Strong Punches a Hole in the Sky,['Kwame Mbalia'],Middle Grade & Children's,0,3,2,32,88,186,4.453376205787781,4.35,1331,370
2019,The Unteachables,['Gordon Korman'],Middle Grade & Children's,0,5,9,41,118,125,4.171140939597316,4.01,380800,25409
2019,To Night Owl from Dogfish,"['Holly Goldberg Sloan', 'Meg Wolitzer']",Middle Grade & Children's,0,3,4,41,131,119,4.204697986577181,3.54,205711,25133
2019,A Tale of Magic...,['Chris Colfer'],Middle Grade & Children's,0,7,5,14,67,202,4.532203389830508,4.34,231626,19305
2019,Dear Sweet Pea,['Julie   Murphy'],Middle Grade & Children's,0,1,1,36,128,125,4.288659793814433,3.85,111878,18589
2019,Tunnel of Bones,['Victoria Schwab'],Middle Grade & Children's,0,2,5,29,127,122,4.270175438596492,4.12,438611,71074
2019,The Bridge Home,['Padma Venkatraman'],Middle Grade & Children's,0,1,4,25,75,193,4.526845637583893,4.09,9938,1973
2019,New Kid,['Jerry Craft'],Middle Grade & Children's,0,2,0,15,95,184,4.550675675675675,4.09,16274,1550
2019,Guts,['Raina Telgemeier'],Middle Grade & Children's,0,11,10,14,54,203,4.465753424657534,4.24,452659,31260
2019,The Tyrant's Tomb,['Rick Riordan'],Middle Grade & Children's,1,12,11,19,34,210,4.465034965034965,4.32,7794572,307812
2019,Legacy,['Shannon Messenger'],Middle Grade & Children's,0,8,2,5,22,254,4.759450171821306,4.49,106071,11011
2019,The Remarkable Journey of Coyote Sunrise,['Dan Gemeinhart'],Middle Grade & Children's,0,3,2,9,58,209,4.665480427046264,4.29,21944,4858
2019,Dead Voices,['Katherine Arden'],Middle Grade & Children's,0,0,4,25,127,101,4.264591439688716,4.24,175744,27024
2019,Other Words for Home,['Jasmine Warga'],Middle Grade & Children's,0,0,5,18,84,187,4.540816326530612,4.03,45930,6708
2019,Shouting at the Rain,['Lynda Mullaly Hunt'],Middle Grade & Children's,0,2,5,30,84,178,4.441471571906354,4.29,65654,8517
2019,Before and After: The Incredible Real-Life Stories of Orphans Who Survived the Tennessee Children's Home Society,"['Judy Christie', 'Lisa Wingate']",History & Biography,0,6,4,21,100,163,4.394557823129252,4.3,367631,36069
2019,Upheaval: Turning Points for Nations in Crisis,['Jared Diamond'],History & Biography,0,9,10,51,80,61,3.824644549763033,4.0,364690,15949
2019,Code Name: Lise. The True Story of the Woman Who Became WWII's Most Highly Decorated Spy,['Larry Loftis'],History & Biography,0,3,13,65,120,98,3.9933110367892977,3.9,3281,487
2019,The First Conspiracy: The Secret Plot to Kill George Washington,"['Brad Meltzer', 'Josh Mensch']",History & Biography,0,9,27,57,121,86,3.8266666666666667,3.87,201615,16058
2019,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,['David McCullough'],History & Biography,0,13,14,77,96,99,3.849498327759197,4.08,712773,32005
2019,The Lady from the Black Lagoon: Hollywood Monsters and the Lost Legacy of Milicent Patrick,"[""Mallory O'Meara""]",History & Biography,0,115,11,143,1085,2276,4.486501377410469,4.06,2976,715
2019,The Five: The Untold Lives of the Women Killed by Jack the Ripper,['Hallie Rubenhold'],History & Biography,1,0,7,16,78,195,4.5574324324324325,4.12,10233,1955
2019,The Death and Life of Aida Hernandez: A Border Story,['Aaron Bobrow-Strain'],History & Biography,0,5,2,25,68,170,4.466666666666667,3.93,1030,207
2019,"Spearhead: An American Tank Gunner, His Enemy, and a Collision of Lives In World War II",['Adam Makos'],History & Biography,0,5,4,14,66,210,4.578595317725752,4.41,20782,2583
2019,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,['Adam Higginbotham'],History & Biography,0,2,4,14,118,161,4.444816053511706,4.4,13248,1708
2019,A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,['Sonia Purnell'],History & Biography,0,1,7,28,90,170,4.422297297297297,4.17,9804,1647
2019,How to Hide an Empire: A History of the Greater United States,['Daniel Immerwahr'],History & Biography,0,2,2,20,106,169,4.464882943143813,4.44,2190,379
2019,"The Anarchy: The East India Company, Corporate Violence, and the Pillage of an Empire",['William Dalrymple'],History & Biography,0,9,5,30,111,144,4.25752508361204,4.09,41307,3797
2019,First: Sandra Day O'Connor,['Evan Thomas'],History & Biography,0,1,2,27,110,159,4.418060200668896,4.08,18858,1638
2019,The Heartbeat of Wounded Knee: Native America from 1890 to the Present,['David Treuer'],History & Biography,0,1,5,49,118,121,4.200680272108843,3.82,4220,762
2019,The Only Plane in the Sky: An Oral History of 9/11,['Garrett M. Graff'],History & Biography,0,0,0,4,19,226,4.891566265060241,4.52,7914,1415
2019,Madame Fourcade's Secret War: The Daring Young Woman Who Led France's Largest Spy Network Against Hitler,['Lynne Olson'],History & Biography,0,3,2,20,102,171,4.4630872483221475,4.24,16536,2354
2019,Dutch Girl: Audrey Hepburn and World War II,"['Robert Matzen', 'Luca Dotti']",History & Biography,0,8,15,60,121,94,3.9328859060402683,3.93,4097,814
2019,"The British Are Coming: The War for America, Lexington to Princeton, 1775-1777",['Rick Atkinson'],History & Biography,0,5,5,19,92,175,4.4425675675675675,4.31,40905,2939
2019,Say Nothing: A True Story of Murder and Memory in Northern Ireland,['Patrick Radden Keefe'],History & Biography,0,5,0,10,86,197,4.577181208053691,4.44,22325,3185
2019,"Grace Will Lead Us Home: The Charleston Church Massacre and the Hard, Inspiring Journey to Forgiveness",['Jennifer Berry Hawes'],Nonfiction,0,0,2,14,98,184,4.557046979865772,4.54,543,116
2019,Parkland: Birth of a Movement,['Dave Cullen'],Nonfiction,0,16,7,34,104,123,4.095070422535211,4.27,68476,8603
2019,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",['Rachel Hollis'],Nonfiction,1,14,7,18,34,224,4.505050505050505,3.83,197883,20728
2019,She Said: Breaking the Sexual Harassment Story That Helped Ignite a Movement,"['Jodi Kantor', 'Megan Twohey']",Nonfiction,0,0,3,17,84,193,4.572390572390573,4.31,15047,1856
2019,Embrace Your Weird: Face Your Fears and Unleash Creativity,['Felicia Day'],Nonfiction,0,2,10,45,79,156,4.291095890410959,4.13,51303,6423
2019,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",['Rachel  Maddow'],Nonfiction,0,5,2,20,63,193,4.544169611307421,4.16,22863,2972
2019,Trick Mirror: Reflections on Self-Delusion,['Jia Tolentino'],Nonfiction,0,0,4,26,86,179,4.491525423728813,4.28,16840,2145
2019,Stay Sexy & Don't Get Murdered: The Definitive How-To Guide,"['Karen Kilgariff', 'Georgia Hardstark']",Nonfiction,0,7,16,29,88,154,4.244897959183674,4.17,35630,3760
2019,Three Women,['Lisa Taddeo'],Nonfiction,0,11,10,37,84,157,4.224080267558528,3.71,43786,4705
2019,The Witches Are Coming,['Lindy West'],Nonfiction,0,15,10,39,107,124,4.067796610169491,4.19,50798,6575
2019,How to Be an Antiracist,['Ibram X. Kendi'],Nonfiction,0,4,4,19,73,191,4.52233676975945,4.54,10392,2054
2019,The Collected Schizophrenias: Essays,['Esmé Weijun Wang'],Nonfiction,0,7,7,23,97,163,4.353535353535354,4.13,9235,1346
2019,The Moment of Lift: How Empowering Women Changes the World,['Melinda Gates'],Nonfiction,0,17,7,28,85,153,4.206896551724138,4.31,22711,2806
2019,American Predator: The Hunt for the Most Meticulous Serial Killer of the 21st Century,['Maureen Callahan'],Nonfiction,0,4,12,33,126,124,4.183946488294314,4.02,10849,1450
2019,Talking to Strangers: What We Should Know about the People We Don't Know,['Malcolm Gladwell'],Nonfiction,0,22,21,45,100,105,3.83617747440273,4.0,1890124,72564
2019,"Furious Hours: Murder, Fraud, and the Last Trial of Harper Lee",['Casey Cep'],Nonfiction,0,4,10,39,132,114,4.1438127090301,3.82,10626,1831
2019,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators",['Ronan Farrow'],Nonfiction,0,3,0,6,49,242,4.756666666666667,4.49,34542,4631
2019,Everything Is F*cked: A Book About Hope,['Mark Manson'],Nonfiction,0,15,26,49,81,129,3.9433333333333334,3.96,435459,30107
2019,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",['Lori Gottlieb'],Nonfiction,0,10,13,23,88,160,4.275510204081633,4.31,70780,7005
2019,Thick: And Other Essays,['Tressie McMillan Cottom'],Nonfiction,0,6,8,16,76,184,4.462068965517242,4.44,5568,858
2019,Magic for Liars,['Sarah Gailey'],Fantasy,0,2,15,56,137,88,3.9865771812080535,3.68,22614,4962
2019,Holy Sister,['Mark  Lawrence'],Fantasy,0,7,3,10,77,194,4.5395189003436425,4.11,328069,25467
2019,Gods of Jade and Shadow,['Silvia Moreno-Garcia'],Fantasy,0,3,9,42,93,100,4.125506072874494,3.84,23671,5123
2019,The Priory of the Orange Tree,['Samantha Shannon'],Fantasy,0,7,11,14,67,138,4.341772151898734,3.94,112209,18757
2019,Storm Cursed,['Patricia Briggs'],Fantasy,0,12,4,7,61,181,4.490566037735849,4.26,1255182,63316
2019,The Red Scrolls of Magic,"['Cassandra Clare', 'Wesley Chu']",Fantasy,0,14,12,30,67,139,4.16412213740458,4.0,35721,5203
2019,The Starless Sea,['Erin Morgenstern'],Fantasy,0,6,8,17,51,144,4.411504424778761,4.04,658790,76861
2019,Fire & Blood,"['George R.R. Martin', 'Doug Wheatley']",Fantasy,0,27,19,47,50,120,3.8250950570342206,4.37,5295836,191266
2019,Ninth House,['Leigh Bardugo'],Fantasy,1,8,9,19,28,88,4.177631578947368,,,
2019,Age of Legend,['Michael J. Sullivan'],Fantasy,0,4,8,21,76,185,4.462585034013605,4.31,332447,21520
2019,A Little Hatred,['Joe Abercrombie'],Fantasy,0,4,8,17,62,202,4.535836177474403,4.19,631925,36146
2019,Darkdawn,['Jay Kristoff'],Fantasy,0,7,8,13,45,178,4.50996015936255,,,
2019,Of Blood and Bone,['Nora Roberts'],Fantasy,0,9,15,32,70,171,4.276094276094276,4.09,3711475,146487
2019,The Dragon Republic,['R.F. Kuang'],Fantasy,0,9,11,16,75,160,4.350553505535055,4.04,36396,7154
2019,The Burning White,['Brent Weeks'],Fantasy,0,15,15,29,77,158,4.183673469387755,4.28,596082,21584
2019,"Black Leopard, Red Wolf",['Marlon James'],Fantasy,0,12,23,42,66,122,3.9924528301886792,3.86,47326,8217
2019,Middlegame,['Seanan McGuire'],Fantasy,0,4,15,31,79,147,4.268115942028985,4.03,433067,56914
2019,The Kingdom of Copper,['S.A. Chakraborty'],Fantasy,0,3,2,13,72,180,4.57037037037037,4.23,44081,7316
2019,The Ten Thousand Doors of January,['Alix E. Harrow'],Fantasy,0,3,6,22,70,150,4.426294820717131,4.14,18194,4254
2019,The Winter of the Witch,['Katherine Arden'],Fantasy,0,2,5,14,68,196,4.582456140350877,,,
2019,Lock Every Door,['Riley Sager'],Mystery & Thriller,0,4,9,37,122,124,4.1925675675675675,3.93,145556,22036
2019,The Lost Man,['Jane Harper'],Mystery & Thriller,0,0,5,14,94,186,4.54180602006689,4.02,229140,24475
2019,The Family Upstairs,['Lisa Jewell'],Mystery & Thriller,0,1,10,33,115,133,4.263698630136986,3.9,406148,38483
2019,I'll Never Tell,['Catherine McKenzie'],Mystery & Thriller,0,8,6,43,134,94,4.052631578947368,3.7,70760,8383
2019,The Line Between,['Tosca Lee'],Mystery & Thriller,0,0,4,27,81,181,4.498293515358362,4.05,31497,4354
2019,"My Sister, the Serial Killer",['Oyinkan Braithwaite'],Mystery & Thriller,0,5,16,48,164,62,3.888135593220339,3.76,85666,10942
2019,The Night Fire,['Michael Connelly'],Mystery & Thriller,0,3,4,21,84,166,4.460431654676259,4.14,1749417,87658
2019,Searching for Sylvie Lee,['Jean Kwok'],Mystery & Thriller,0,3,7,58,103,123,4.142857142857143,3.88,65944,8127
2019,The Last Widow,['Karin Slaughter'],Mystery & Thriller,0,1,4,35,94,165,4.39799331103679,4.07,880817,62259
2019,My Lovely Wife,['Samantha  Downing'],Mystery & Thriller,0,4,15,34,131,115,4.130434782608695,3.91,43339,6427
2019,The Chain,['Adrian McKinty'],Mystery & Thriller,0,6,17,50,111,110,4.0272108843537415,3.96,65749,9170
2019,The Silent Patient,['Alex Michaelides'],Mystery & Thriller,1,2,10,30,116,136,4.272108843537415,4.07,256650,29136
2019,The Whisper Man,['Alex North'],Mystery & Thriller,0,1,8,27,98,165,4.39799331103679,4.07,34950,5724
2019,Run Away,['Harlan Coben'],Mystery & Thriller,0,15,13,48,96,125,4.02020202020202,3.99,1100756,72962
2019,Miracle Creek,['Angie  Kim'],Mystery & Thriller,0,4,7,32,108,141,4.284246575342466,3.93,26738,4396
2019,An Anonymous Girl,"['Greer Hendricks', 'Sarah Pekkanen']",Mystery & Thriller,0,4,13,32,105,137,4.230240549828179,3.84,258823,30494
2019,The Turn of the Key,['Ruth Ware'],Mystery & Thriller,0,9,13,49,112,104,4.006968641114983,3.71,742666,72213
2019,Disappearing Earth,['Julia  Phillips'],Mystery & Thriller,0,10,14,55,96,116,4.010309278350515,3.94,13700,2202
2019,A Better Man,['Louise Penny'],Mystery & Thriller,0,1,3,18,104,171,4.484848484848484,4.18,715300,70553
2019,The Mother-in-Law,['Sally Hepworth'],Mystery & Thriller,0,1,2,22,122,145,4.397260273972603,3.94,102192,11964
2019,Fleishman Is in Trouble,['Taffy Brodesser-Akner'],Debut Novel,0,2,20,58,90,125,4.071186440677966,3.73,29287,3650
2019,A Woman Is No Man,['Etaf Rum'],Debut Novel,0,5,2,15,80,194,4.54054054054054,4.24,37260,4835
2019,The Most Fun We Ever Had,['Claire Lombardo'],Debut Novel,0,26,25,34,85,126,3.8783783783783785,4.05,21917,3030
2019,When All Is Said,['Anne  Griffin'],Debut Novel,0,4,5,40,94,151,4.302721088435374,4.07,17925,2357
2019,"Red, White & Royal Blue",['Casey McQuiston'],Debut Novel,1,3,5,17,42,220,4.641114982578397,4.33,76440,16529
2019,Queenie,['Candice Carty-Williams'],Debut Novel,0,19,23,42,111,102,3.855218855218855,3.75,26575,3685
2019,Boy Swallows Universe,['Trent Dalton'],Debut Novel,0,4,5,13,64,213,4.595317725752508,4.44,26301,2807
2019,"My Sister, the Serial Killer",['Oyinkan Braithwaite'],Debut Novel,0,5,16,48,164,62,3.888135593220339,3.76,85666,10942
2019,The Water Dancer,['Ta-Nehisi Coates'],Debut Novel,0,9,19,36,84,141,4.13840830449827,4.29,269415,30057
2019,Evvie Drake Starts Over,['Linda  Holmes'],Debut Novel,0,1,152,762,1898,1894,4.175270873167623,3.89,49117,6712
2019,The Friend Zone,['Abby Jimenez'],Debut Novel,0,3,11,26,45,210,4.51864406779661,3.95,19043,3710
